time,nfev,nact,nhooked,trials,try_last
0.0,1,0,0,0,0
0.01,1,0,0,0,0
0.02,1,0,0,0,0
0.03,1,0,0,0,0
0.04,1,0,0,0,0
0.05,2,2,0,1,1
0.060000000000000005,19,2,2,0,19
0.07,15,2,2,0,15
0.08,30,4,2,1,14
0.09,31,4,4,0,31
0.09999999999999999,38,4,4,0,38
0.10999999999999999,39,4,4,0,39
0.11999999999999998,33,4,4,0,33
0.12999999999999998,45,6,4,1,23
0.13999999999999999,125,7,6,1,59
0.15,72,7,7,0,72
0.16,82,7,7,0,82
0.17,121,8,7,1,64
0.18000000000000002,91,8,8,0,91
0.19000000000000003,166,10,8,1,92
0.20000000000000004,152,10,10,0,152
0.21000000000000005,277,11,10,1,117
0.22000000000000006,105,11,11,0,105
0.23000000000000007,367,11,11,2,110
0.24000000000000007,321,12,11,1,171
0.25000000000000006,207,13,12,1,114
0.26000000000000006,338,14,13,1,169
0.2700000000000001,314,15,14,1,143
0.2800000000000001,198,15,15,0,198
0.2900000000000001,124,15,15,0,124
0.3000000000000001,159,15,15,0,159
0.3100000000000001,163,15,15,0,163
0.3200000000000001,286,17,15,1,168
0.3300000000000001,379,18,17,1,178
0.34000000000000014,309,19,18,1,167
0.35000000000000014,151,19,19,0,151
0.36000000000000015,209,19,19,0,209
0.37000000000000016,385,18,18,2,131
0.38000000000000017,571,19,18,3,150
0.3900000000000002,439,20,20,2,151
0.4000000000000002,435,21,20,3,112
0.4100000000000002,330,21,20,1,161
0.4200000000000002,171,21,21,0,171
0.4300000000000002,236,20,20,1,129
0.4400000000000002,455,20,19,3,103
0.45000000000000023,332,19,19,1,116
0.46000000000000024,454,19,19,3,106
0.47000000000000025,147,18,17,1,65
0.48000000000000026,66,18,18,0,66
0.49000000000000027,84,18,16,1,40
0.5000000000000002,49,18,18,0,49
0.5100000000000002,118,18,18,2,40
0.5200000000000002,215,19,18,2,87
0.5300000000000002,58,19,19,0,58
0.5400000000000003,45,19,19,0,45
0.5500000000000003,122,17,17,1,63
0.5600000000000003,623,16,15,2,233
0.5700000000000003,304,16,16,0,304
0.5800000000000003,101,16,16,0,101
0.5900000000000003,118,15,15,1,46
0.6000000000000003,188,15,14,2,75
0.6100000000000003,33,15,15,0,33
0.6200000000000003,944,14,13,3,440
0.6300000000000003,201,12,12,1,145
0.6400000000000003,83,12,12,0,83
0.6500000000000004,61,12,12,0,61
0.6600000000000004,95,12,12,0,95
0.6700000000000004,247,10,10,1,122
0.6800000000000004,52,10,10,0,52
0.6900000000000004,132,8,7,2,35
0.7000000000000004,236,8,7,2,81
0.7100000000000004,240,8,8,0,240
0.7200000000000004,202,7,7,1,56
0.7300000000000004,135,6,6,1,57
0.7400000000000004,44,6,6,0,44
0.7500000000000004,185,4,3,3,52
0.7600000000000005,154,3,3,1,26
0.7700000000000005,28,3,3,0,28
0.7800000000000005,24,3,3,0,24
0.7900000000000005,39,3,3,0,39
0.8000000000000005,42,2,2,1,25
0.8100000000000005,23,0,0,1,22
0.8200000000000005,1,0,0,0,22
0.8300000000000005,1,0,0,0,22
0.8400000000000005,1,0,0,0,22
0.8500000000000005,1,0,0,0,22
0.8600000000000005,1,0,0,0,22
0.8700000000000006,1,0,0,0,22
0.8800000000000006,1,0,0,0,22
0.8900000000000006,1,0,0,0,22
0.9000000000000006,1,0,0,0,22
0.9100000000000006,1,0,0,0,22
0.9200000000000006,1,0,0,0,22
0.9300000000000006,1,0,0,0,22
0.9400000000000006,1,0,0,0,22
0.9500000000000006,1,0,0,0,22
0.9600000000000006,1,0,0,0,22
0.9700000000000006,1,0,0,0,22
0.9800000000000006,1,0,0,0,22
0.9900000000000007,1,0,0,0,22
