loss,mae,val_loss,val_mae
0.042143117636442184,0.11424056440591812,0.006934257224202156,0.06718671321868896
0.005365140736103058,0.0564265102148056,0.004298335872590542,0.05096009746193886
0.004241896793246269,0.0499950610101223,0.003906297031790018,0.04924844577908516
0.0036821842659264803,0.046575598418712616,0.0037811517249792814,0.04722306877374649
0.0032147264573723078,0.0433029867708683,0.0026445318944752216,0.039295513182878494
0.0030484905000776052,0.04224902763962746,0.002925265347585082,0.04063798859715462
0.0028813197277486324,0.04110852628946304,0.0021413047797977924,0.03468242287635803
0.002649841597303748,0.039368920028209686,0.0037992738652974367,0.04749836400151253
0.0024605169892311096,0.03783036768436432,0.002433626912534237,0.03784950077533722
0.002376291900873184,0.03725447878241539,0.0021710130386054516,0.03674393147230148
0.002225043484941125,0.03608608990907669,0.0019074929878115654,0.03320848569273949
0.0021556434221565723,0.035499509423971176,0.001894935267046094,0.03378264233469963
0.0020150074269622564,0.03441212698817253,0.0020095102954655886,0.0347905196249485
0.0019297681283205748,0.03348296135663986,0.0018930805381387472,0.0338260792195797
0.0018651694990694523,0.03295726701617241,0.0016908821417018771,0.03194166719913483
0.0017106973100453615,0.03160170093178749,0.0018566333455964923,0.03285101801156998
0.0017372258007526398,0.03189580887556076,0.0014507395680993795,0.02932131662964821
0.0016798825236037374,0.03139738366007805,0.0013325564796105027,0.027170728892087936
0.0016246518353000283,0.030837401747703552,0.0024973268155008554,0.04131431505084038
0.001558624324388802,0.030262542888522148,0.0017347893444821239,0.032386962324380875
0.0015947161009535193,0.03042551875114441,0.0018292266177013516,0.033885497599840164
0.0014601015718653798,0.029220104217529297,0.0014378310879692435,0.029261263087391853
0.0014409736031666398,0.029071347787976265,0.0012122060870751739,0.026489781215786934
0.0013705880846828222,0.028261231258511543,0.0014097505481913686,0.02891533263027668
0.0013666090089827776,0.028208710253238678,0.0014907500008121133,0.03045821376144886
0.0013014855794608593,0.027550959959626198,0.0015950740780681372,0.030925819650292397
0.0012821955606341362,0.02725210227072239,0.000912620744202286,0.022456113249063492
0.0012800859985873103,0.027175383642315865,0.0013319620629772544,0.028516914695501328
0.0012340203393250704,0.026746978983283043,0.0012093075783923268,0.02613861672580242
0.0011660864111036062,0.025981109589338303,0.0008443125989288092,0.021380653604865074
0.0011397467460483313,0.025733090937137604,0.001245584455318749,0.027328945696353912
0.0011475435458123684,0.025684691965579987,0.0009730090387165546,0.02334268018603325
0.00113404612056911,0.025608405470848083,0.0009151441045105457,0.021928735077381134
0.001103646936826408,0.025234410539269447,0.0009313618065789342,0.02310374565422535
0.0010669296607375145,0.0248421523720026,0.0010358450235798955,0.024579236283898354
0.001061831833794713,0.02478756569325924,0.0009105874923989177,0.023037921637296677
0.0010218146489933133,0.024260886013507843,0.0009658925700932741,0.023599835112690926
0.0010400506434962153,0.0244413111358881,0.000813073362223804,0.021381067112088203
0.0010053216246888041,0.024083012714982033,0.0010460190242156386,0.024480482563376427
0.0009730535675771534,0.02367543801665306,0.0009828992187976837,0.024056850001215935
0.0010213687783107162,0.024262111634016037,0.0008803898235782981,0.022595154121518135
0.0009860851569101214,0.023815279826521873,0.0008797815535217524,0.0226148534566164
0.000976185139734298,0.023673120886087418,0.0007704709423705935,0.020450489595532417
0.0009572819690220058,0.02342964895069599,0.0008709845133125782,0.022200360894203186
0.0009335053036920726,0.02315722592175007,0.0012011649087071419,0.027423156425356865
0.0009125306969508529,0.022848257794976234,0.0012886789627373219,0.027575790882110596
0.0009072592365555465,0.02288816124200821,0.0009356936789117754,0.023320483043789864
0.0009067339706234634,0.022822974249720573,0.0007817267323844135,0.020681606605648994
0.0009301980608142912,0.023023055866360664,0.0010626297444105148,0.02497689425945282
0.0009086240315809846,0.02283073030412197,0.0008581049623899162,0.02260790392756462
