time,nfev,nact,nhooked,trials,try_last
0.0,1,0,0,0,0
0.01,1,0,0,0,0
0.02,1,0,0,0,0
0.03,1,0,0,0,0
0.04,1,0,0,0,0
0.05,2,2,0,1,1
0.060000000000000005,8,2,2,1,1
0.07,29,2,2,2,2
0.08,14,2,2,2,2
0.09,22,2,2,2,2
0.09999999999999999,11,2,2,1,1
0.10999999999999999,7,2,2,1,1
0.11999999999999998,12,2,2,2,2
0.12999999999999998,8,2,2,1,1
0.13999999999999999,2,2,2,0,0
0.15,5,2,2,1,1
0.16,3,2,2,0,0
0.17,14,6,6,2,2
0.18000000000000002,24,6,6,1,1
