time,nfev,nact,nhooked,trials,try_last
0.0,1,0,0,0,0
0.01,1,0,0,0,0
0.02,1,0,0,0,0
0.03,1,0,0,0,0
0.04,1,0,0,0,0
0.05,2,2,0,1,1
0.060000000000000005,23,2,2,0,23
0.07,19,2,2,0,19
0.08,34,4,2,1,18
0.09,56,4,4,0,56
0.09999999999999999,125,4,4,0,125
0.10999999999999999,37,4,4,0,37
0.11999999999999998,38,4,4,0,38
0.12999999999999998,67,5,4,1,39
0.13999999999999999,115,6,5,1,58
0.15,67,6,6,0,67
0.16,108,7,6,1,67
0.17,77,7,7,0,77
0.18000000000000002,93,8,7,1,62
0.19000000000000003,87,8,8,0,87
0.20000000000000004,248,9,8,1,177
0.21000000000000005,506,10,9,1,253
0.22000000000000006,175,10,10,0,175
0.23000000000000007,65,10,10,0,65
0.24000000000000007,130,11,10,1,65
0.25000000000000006,829,11,11,2,340
0.26000000000000006,271,12,11,1,147
0.2700000000000001,794,13,12,1,422
0.2800000000000001,2694,14,13,1,383
0.2900000000000001,3439,14,14,0,3439
0.3000000000000001,3259,14,14,0,3259
0.3100000000000001,7272,15,14,1,3601
0.3200000000000001,3761,15,15,0,3761
0.3300000000000001,7109,16,15,1,3596
0.34000000000000014,3957,16,16,0,3957
0.35000000000000014,3046,18,16,1,1779
0.36000000000000015,4190,18,18,0,4190
0.37000000000000016,4148,18,18,0,4148
