0.0,0.04,0.0,0.0,0.03799984240943141,-3.813625733952367e-06,0.0,0.03616244530946835,-6.357425584008514e-06,0.0,0.03490935342200086,-5.262594229626691e-06,0.0,0.03416019751184864,-2.1290479598951727e-06,0.0,0.03415989716787222,2.1357445947733495e-06,0.0,0.03490962670608765,5.265705443879764e-06,0.0,0.036162261024948426,6.3599329478359614e-06,0.0,0.03799995589152293,3.8130589496910527e-06,0.0,0.04,0.0,0.0
0.01,0.08,0.0,0.0,0.07859687589395421,-2.1437943832611786e-06,0.0,0.07780495298279383,-1.604619352228216e-06,0.0,0.07658865627941933,-2.7699743220116352e-06,0.0,0.0764202446959329,-1.0320712316802227e-06,0.0,0.07636729256794313,7.59680028480813e-07,0.0,0.07663526084639022,2.4172369289739516e-06,0.0,0.07777042836111742,1.6450848312434947e-06,0.0,0.07861529112208793,2.025379902428387e-06,0.0,0.08,0.0,0.0
0.02,0.12,0.0,0.0,0.11847559000858979,-2.2965990762005742e-06,0.0,0.11720523787332096,-3.174806918405504e-06,0.0,0.11617393304999032,-2.9507857971830635e-06,0.0,0.1156630405614266,-1.1206590459978964e-06,0.0,0.11571518124561263,1.2181063402577195e-06,0.0,0.11612829858880692,3.211867529896373e-06,0.0,0.11723904930749002,3.077005111326175e-06,0.0,0.11845769211953729,2.4357432652504994e-06,0.0,0.12,0.0,0.0
0.03,0.16,0.0,0.0,0.15843376179286783,-2.228504484864273e-06,0.0,0.1569196786168348,-4.150799007076673e-06,0.0,0.15600126481791649,-3.179668055594971e-06,0.0,0.15534303162714602,-1.3851845077855376e-06,0.0,0.1553751941524602,1.2665890820347176e-06,0.0,0.1559727550923571,3.2057163846369745e-06,0.0,0.15694046252252786,4.00468307981329e-06,0.0,0.1584230539925774,2.292844094679101e-06,0.0,0.16,0.0,0.0
0.04,0.2,0.0,0.0,0.19845118706654558,-2.3394928630346884e-06,0.0,0.19711950719746907,-3.4219632626044626e-06,0.0,0.1960793755903083,-3.1188837867944163e-06,0.0,0.19556129207629103,-1.191971105669023e-06,0.0,0.19559641449773713,1.2691763852429632e-06,0.0,0.19603496161519096,3.3470589623664054e-06,0.0,0.19716681452988674,3.2387582876623575e-06,0.0,0.1984200426813977,2.5446944328945164e-06,0.0,0.2,0.0,0.0
0.05,0.24000000000000002,0.0,0.0,0.23045329968925926,-0.00012343839287840808,0.0010609186486072518,0.22680159212824463,-9.244374278518622e-05,0.0017888550298290745,0.22292040145632647,-6.41673070801775e-05,0.0022537326958722375,0.21937345162164004,-3.0213627776693385e-05,0.0025027717573344503,0.21936834142753417,2.8765879795193902e-05,0.0025040421898896315,0.2229318295496237,6.253649840019735e-05,0.0022479172825494317,0.22688456395401738,8.975851594710556e-05,0.0017833453110198338,0.23052764936857506,0.00012092531889571761,0.0010795493754285628,0.24000000000000002,0.0,0.0
0.060000000000000005,0.28,0.0,0.0,0.2767664762000971,-3.387776168655492e-06,-0.0023802482985648492,0.27354184044479446,-6.6747682647291405e-06,-0.004761995590922539,0.27033151078960893,-9.795014410816148e-06,-0.0071455445716752915,0.26712933866029503,-1.2821505835417076e-05,-0.009530259486672984,0.267044328466537,1.2663315026157982e-05,-0.009509563420496374,0.2702722783483577,9.624326546344643e-06,-0.007130567628610889,0.273505025378965,6.5326002223293595e-06,-0.004752568694354833,0.27674983779395446,3.2949747606690007e-06,-0.0023756326727102433,0.28,0.0,0.0
0.07,0.32,0.0,0.0,0.3168046798341367,-2.6891525815761995e-06,-0.004632895094636114,0.3132825493196376,-1.77289501383226e-05,-0.009443739299889412,0.3108801865447559,-2.5814968496978986e-05,-0.014498821140289199,0.30905335436106385,-2.672466448062642e-05,-0.01943057871864087,0.30918355650808443,2.686541057525892e-05,-0.019460364499130457,0.31068826542588573,2.575437057302956e-05,-0.01444349783951362,0.3134718961149703,1.7889219604696902e-05,-0.009495704536574254,0.31668817913115527,4.601625219291788e-06,-0.004605437918894211,0.32,0.0,0.0
0.08,0.36,0.0,0.0,0.35616773533218515,-1.2138013299771382e-05,-0.006840171495120552,0.352336156092723,-2.426683616691933e-05,-0.013680390797278294,0.34850780389993985,-3.6357134572862935e-05,-0.020521007974683442,0.344680136963253,-4.843826199289576e-05,-0.027361672910465724,0.34479613752573407,4.6377005223468244e-05,-0.027386865873860584,0.3485953182938318,3.480464221824204e-05,-0.02053995971634821,0.352394006943321,2.3237493780842798e-05,-0.01369296971180848,0.35619724973210815,1.1616130374792656e-05,-0.006846526778409758,0.36,0.0,0.0
0.09,0.39999999999999997,0.0,0.0,0.39343319438478436,-2.4336473421367415e-05,-0.00837645002637581,0.38687233153350675,-4.852386060473644e-05,-0.016753070326500814,0.38030776533852906,-7.283703715808236e-05,-0.025130520616679503,0.3737567597499921,-9.679235839865108e-05,-0.03350787283957429,0.3737272641317386,9.640974695444879e-05,-0.0335017993371993,0.3802866314298684,7.25259346465283e-05,-0.02512600893772724,0.386856952073909,4.8352440635309226e-05,-0.016750126096501044,0.3934270959596652,2.420641723303796e-05,-0.008374898607707307,0.39999999999999997,0.0,0.0
