0.4771093750000002,0,8.346507532963679e-07,143: 46-->45
,1,2.6134829793866145e-06,143: 45-->46
,2,6.55228944314825e-07,143: 46-->45
,3,2.6146299492757084e-06,143: 45-->46
,4,6.552240331550849e-07,143: 46-->45
,5,2.6146299583096655e-06,143: 45-->46
,6,6.55224033785292e-07,143: 46-->45
,7,2.614629958035389e-06,143: 45-->46
,8,6.552240334453905e-07,143: 46-->45
,9,2.6146299583633915e-06,143: 45-->46
,10,6.552240326597224e-07,143: 46-->45
,11,2.6146299581630377e-06,143: 45-->46
,12,6.55224032917172e-07,143: 46-->45
,13,2.6146299581167995e-06,143: 45-->46
,14,6.552240335834499e-07,143: 46-->45
,15,2.6146299581660697e-06,143: 45-->46
,16,6.552240328921177e-07,143: 46-->45
,17,2.614629958274374e-06,143: 45-->46
,18,6.552240324813146e-07,143: 46-->45
,19,2.6146299583264397e-06,143: 45-->46
,,Cutback
0.47710449218750023,0,2.6541335662815195e-07,143: 46-->45
,1,9.795551906450124e-08,143: 45-->46
,2,2.511228896481379e-08,143: 46-->45
,3,9.795868935476478e-08,143: 45-->46
,4,2.5112288343812572e-08,143: 46-->45
,5,9.795868929178753e-08,143: 45-->46
,6,2.5112288851663196e-08,143: 46-->45
,7,9.795868936125506e-08,143: 45-->46
,8,2.5112289598073304e-08,143: 46-->45
,9,9.795868939850127e-08,143: 45-->46
,10,2.511228940308135e-08,143: 46-->45
,11,9.795868925814316e-08,143: 45-->46
,12,2.511228835915304e-08,143: 46-->45
,13,9.795868940442832e-08,143: 45-->46
,14,2.5112289122346147e-08,143: 46-->45
,15,9.795868961903002e-08,143: 45-->46
,16,2.5112288793154137e-08,143: 46-->45
,17,9.795868957710346e-08,143: 45-->46
,18,2.5112288691542086e-08,143: 46-->45
,19,9.795868955832796e-08,143: 45-->46
,,MINIMIZATION
0.47710449218750023,"[0, 0, 0, 0]","[5.653653487841056e-06, 0.03533871677318815]",143: 45-->46
,"[1, 0, 0, 0]","[-1.2239649697969285e-20, 3.773424888923288e-06]"
,"[2, 0, 0, 0]","[-7.371851452773437e-23, 2.9945041730162402e-06]"
,"[3, 0, 0, 0]","[-1.324109965394052e-16, 4.1021041469810205e-06]"
,"[4, 0, 0, 0]","[-9.534662658448576e-16, 3.1192361118658315e-06]"
,"[5, 0, 0, 0]","[-6.213660589627172e-21, 1.5235566339662579e-05]"
,"[6, 0, 0, 0]","[-3.827027592069248e-13, 1.9376919689487372e-06]"
,"[7, 0, 0, 0]","[-2.0894164390157294e-18, 4.790897137908751e-06]"
,"[8, 0, 0, 0]","[-9.903291880652461e-18, 1.0061379892475166e-05]"
,"[9, 0, 0, 0]","[-2.8688779590267433e-21, 5.10603683317464e-06]"
,"[10, 0, 0, 0]","[-2.2506814470914366e-20, 3.932978455639333e-06]"
,"[11, 0, 0, 0]","[-1.6313985583967256e-17, 1.6798079669317192e-06]"
,"[12, 0, 0, 0]","[-6.843117070936264e-22, 3.3928071738003123e-06]"
,"[13, 0, 0, 0]","[-1.2188060129817252e-20, 7.685552989380451e-06]"
,"[14, 0, 0, 0]","[-1.4686510139360863e-19, 7.16673599350969e-06]"
,"[15, 0, 0, 0]","[-4.3103886154302096e-20, 3.068750168276654e-06]"
,"[16, 0, 0, 0]","[-3.967905933634968e-21, 4.696765329129403e-06]"
,"[17, 0, 0, 0]","[-4.178587805709737e-16, 1.4778478783353443e-06]"
,"[18, 0, 0, 0]","[-1.0122440077199492e-20, 3.253633656582365e-06]"
,"[19, 0, 0, 0]","[-6.96149811610882e-21, 6.754466561535105e-06]"
,"[20, 0, 0, 0]","[-6.811560565804004e-20, 5.519998718231532e-06]"
,"[21, 0, 0, 0]","[-1.3355900986683028e-20, 1.1326286055868438e-06]"
,"[22, 0, 0, 0]","[-9.855803016929029e-20, 7.644429398792554e-06]"
,"[23, 0, 0, 0]","[-1.2650743635397506e-20, 2.8416269437932854e-06]"
,"[24, 0, 0, 0]","[-3.243505553801743e-13, 9.482087887058183e-07]"
,"[25, 0, 0, 0]","[-1.5449070945063877e-17, 5.447971422559673e-06]"
,"[26, 0, 0, 0]","[-2.5477185091526148e-11, 4.7153200464611684e-06]"
,"[27, 0, 0, 0]","[-1.2887283933416081e-21, 4.17335788553766e-06]"
,"[28, 0, 0, 0]","[-6.694830502737844e-19, 3.822070984559071e-06]"
,"[29, 0, 0, 0]","[-5.660913730834881e-17, 1.4367999348322244e-06]"
,"[30, 0, 0, 0]","[-1.2867756312184907e-16, 1.2362895043875042e-06]"
,"[31, 0, 0, 0]","[-2.983283056169572e-19, 9.79112863129062e-07]"
,"[32, 0, 0, 0]","[-4.399336278839628e-20, 2.7767932677403535e-06]"
,"[33, 0, 0, 0]","[-1.4821517266679377e-21, 8.068419246199803e-07]"
,"[34, 0, 0, 0]","[-3.236725113361977e-22, 2.5087274266161995e-06]"
,"[35, 0, 0, 0]","[-1.1215933741068416e-16, 5.787783279924991e-07]"
,"[36, 0, 0, 0]","[-1.2866833081335381e-17, 6.524086572171191e-07]"
,"[37, 0, 0, 0]","[-1.4068008483026301e-21, 1.5662386172930359e-06]"
,"[38, 0, 0, 0]","[-2.0434181735064523e-23, 8.030042230054362e-07]"
,"[39, 0, 0, 0]","[-5.261632186378139e-20, 5.189987223834098e-07]"
,"[40, 0, 0, 0]","[-5.671562074031309e-17, 1.8310205884133606e-06]"
,"[41, 0, 0, 0]","[-1.1302756114291265e-20, 5.199782567385918e-07]"
,"[42, 0, 0, 0]","[-2.6191805534191557e-16, 6.678109600428062e-07]"
,"[43, 0, 0, 0]","[-2.2672117224987013e-22, 6.027116912016398e-07]"
,"[44, 0, 0, 0]","[-4.513860980675445e-22, 1.5229811552852576e-06]"
,"[45, 0, 0, 0]","[-1.1318811253083601e-21, 4.80163718638176e-07]"
,"[46, 0, 0, 0]","[-1.9143006567923105e-23, 8.504375923265581e-07]"
,"[47, 0, 0, 0]","[-1.4839167074366151e-21, 8.651629869142774e-07]"
,"[48, 0, 0, 0]","[-1.6153146976375786e-22, 5.783966380282022e-07]"
,"[49, 0, 0, 0]","[-1.2998721513804088e-13, 3.4827622317282485e-07]"
,"[50, 0, 0, 0]","[-1.5724825908201604e-21, 6.455761581586317e-07]"
,"[51, 0, 0, 0]","[-3.6302627160994217e-22, 6.720962954372112e-07]"
,"[52, 0, 0, 0]","[-1.9889553471263498e-20, 3.786874886690454e-07]"
,"[53, 0, 0, 0]","[-1.6765792563920158e-22, 8.218608883438878e-07]"
,"[54, 0, 0, 0]","[-4.845429252242491e-19, 4.1021434868723035e-07]"
,"[55, 0, 0, 0]","[-9.44970973190869e-22, 3.553507848914743e-07]"
,"[56, 0, 0, 0]","[-1.7209993554628375e-21, 1.9426866563226305e-06]"
,"[57, 0, 0, 0]","[-3.7277180060317375e-22, 1.2565469866028223e-06]"
,"[58, 0, 0, 0]","[-4.649146105813688e-18, 4.4446148526210957e-07]"
,"[59, 0, 0, 0]","[-3.2099823278520524e-17, 2.27101484073486e-07]"
,"[60, 0, 0, 0]","[-4.787340095574252e-24, 6.711678597360137e-07]"
,"[61, 0, 0, 0]","[-1.8204735291333858e-19, 2.346450832976185e-07]"
,"[62, 0, 0, 0]","[-2.841299608671949e-22, 2.900889256795029e-07]"
,"[63, 0, 0, 0]","[-5.6140339620288243e-14, 2.1062125337618507e-07]"
,"[64, 0, 0, 0]","[-6.804963887833103e-20, 2.09721561729714e-07]"
,"[65, 0, 0, 0]","[-1.2328728333415354e-14, 1.5563887392407229e-07]"
,"[66, 0, 0, 0]","[-5.883651522880076e-21, 5.500251704407113e-07]"
,"[67, 0, 0, 0]","[-1.0762584129766019e-14, 1.5417469742528966e-07]"
,"[68, 0, 0, 0]","[-6.902623466401259e-23, 5.386891039385458e-07]"
,"[69, 0, 0, 0]","[-2.4607084584904974e-22, 1.7502031689606646e-07]"
,"[70, 0, 0, 0]","[-7.1093511481852195e-19, 3.210082737024081e-07]"
,"[71, 0, 0, 0]","[-1.2026011404317583e-16, 2.1332078967133635e-07]"
,"[72, 0, 0, 0]","[-1.328242041376942e-23, 1.0320652411981776e-06]"
,"[73, 0, 0, 0]","[-4.575866246875834e-15, 2.179668678654712e-05]"
,"[74, 0, 0, 0]","[-1.6268418269510415e-19, 3.5153408865841324e-05]"
,"[75, 0, 0, 0]","[-4.979411679604942e-13, 9.259911239777731e-05]"
