0.01,0,4.92722189273482E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.02,0,6.39901016376518E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0,9.28152959333509E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.04,0,1.84249897494238E-17,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoAct,IN,42,OUT,,,,,,,,,,,,,,,,,,,,,
0.04,0,6.71548455651575E-07,,,,,,,,,,,,,,,,,,,,,,,,
,1,6.29387370924854E-09,,,,,,,,,,,,,,,,,,,,,,,,
,2,5.15009150493793E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.05,0,0.000332207860301977,,,,,,,,,,,,,,,,,,,,,,,,
,1,1.08291105930422E-06,,,,,,,,,,,,,,,,,,,,,,,,
,2,8.86129797864357E-10,,,,,,,,,,,,,,,,,,,,,,,,
,3,5.07809663293092E-15,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoAct,IN,43,OUT,,,,,,,,,,,,,,,,,,,,,
0.05,0,9.1551915512125E-05,,,,,,,,,,,,,,,,,,,,,,,,
,1,6.62365597229557E-05,,,,,,,,,,,,,,,,,,,,,,,,
,2,1.53986908163641E-10,,,,,,,,,,,,,,,,,,,,,,,,
,3,1.94879139685283E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.06,0,0.000711827883945881,139: out,,,,,,,,,,,,,,,,,,,,,,,
,1,2.13612645104229E-06,,,,,,,,,,,,,,,,,,,,,,,,
,2,6.18543133108608E-09,,,,,,,,,,,,,,,,,,,,,,,,
,3,3.38693425265805E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.07,0,0.000868312340719099,,,,,,,,,,,,,,,,,,,,,,,,
,1,3.21548967904952E-06,,,,,,,,,,,,,,,,,,,,,,,,
,2,1.83272381066189E-08,,,,,,,,,,,,,,,,,,,,,,,,
,3,5.45594520434202E-15,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoAct,IN,36,OUT,,,,,,,,,,,,,,,,,,,,,
0.07,0,0.000169979536993097,,,,,,,,,,,,,,,,,,,,,,,,
,1,0.000107982046582,,,,,,,,,,,,,,,,,,,,,,,,
,2,6.84368268378947E-11,,,,,,,,,,,,,,,,,,,,,,,,
0.08,0,0.000716346729248409,,,,,,,,,,,,,,,,,,,,,,,,
,1,4.92781095958814E-06,,,,,,,,,,,,,,,,,,,,,,,,
,2,3.10458348786284E-08,,,,,,,,,,,,,,,,,,,,,,,,
,3,1.45560209187599E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.09,0,0.000788168900239664,143: 42-->46,,,,,,,,,,,,,,,,,,,,,,,
,1,1.3045317155234E-06,,,,,,,,,,,,,,,,,,,,,,,,
,2,1.08258375746753E-09,,,,,,,,,,,,,,,,,,,,,,,,
,3,1.74927536960712E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.1,0,0.000694222783864988,,,,,,,,,,,,,,,,,,,,,,,,
,1,2.23041136084091E-06,,,,,,,,,,,,,,,,,,,,,,,,
,2,8.17139952380976E-09,,,,,,,,,,,,,,,,,,,,,,,,
,3,4.70514029954377E-15,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoAct,IN,37,OUT,,,,,,,,,,,,,,,,,,,,,
0.1,0,0.000298579990504337,,,,,,,,,,,,,,,,,,,,,,,,
,1,0.000226615844047865,,,,,,,,,,,,,,,,,,,,,,,,
,2,3.53286285632493E-08,,,,,,,,,,,,,,,,,,,,,,,,
,3,7.66007962552097E-12,,,,,,,,,,,,,,,,,,,,,,,,
0.11,0,0.000686552137935603,,,,,,,,,,,,,,,,,,,,,,,,
,1,1.82446836814652E-06,,,,,,,,,,,,,,,,,,,,,,,,
,2,7.08987233930103E-09,,,,,,,,,,,,,,,,,,,,,,,,
,3,9.18407554197836E-15,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoAct,IN,42,OUT,,,,,,,,,,,,,,,,,,,,,
0.11,0,6.36447412161139E-05,,,,,,,,,,,,,,,,,,,,,,,,
,1,4.67158104587934E-06,,,,,,,,,,,,,,,,,,,,,,,,
,2,8.78207875150043E-11,,,,,,,,,,,,,,,,,,,,,,,,
0.12,0,0.000314906857235612,,,,,,,,,,,,,,,,,,,,,,,,
,1,4.93018232228049E-07,,,,,,,,,,,,,,,,,,,,,,,,
,2,3.61096364795748E-10,,,,,,,,,,,,,,,,,,,,,,,,
,3,1.06393024157812E-14,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoAct,IN,OUT,,,,,,,,,,,,,,,,,,,,,,
0.12,0,0.0120755538900708,139: out,143: 46-->42,144: out,148: out,149: out,,,,,,,,,,,,,,,,,,,
,1,0.00542086547801504,143: 42-->46,144: out,148: out,,,,,,,,,,,,,,,,,,,,,
,2,0.000608904872235255,144: out,,,,,,,,,,,,,,,,,,,,,,,
,3,1.94876124556504E-05,,,,,,,,,,,,,,,,,,,,,,,,
,4,2.96150328347799E-08,,,,,,,,,,,,,,,,,,,,,,,,
,5,6.04817768917169E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.13,0,0.000268603724513573,,,,,,,,,,,,,,,,,,,,,,,,
,1,6.28342758184828E-07,,,,,,,,,,,,,,,,,,,,,,,,
,2,1.94998607901738E-10,,,,,,,,,,,,,,,,,,,,,,,,
,3,6.20689766978601E-15,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoAct,IN,41,OUT,,,,,,,,,,,,,,,,,,,,,
0.13,0,5.1818263398481E-07,,,,,,,,,,,,,,,,,,,,,,,,
,1,2.41818991000245E-09,,,,,,,,,,,,,,,,,,,,,,,,
,2,8.48738492878784E-15,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoPen,,,,,,,,,,,,,,,,,,,,,,,,
0.13,0,1.07815965586508E-06,,,,,,,,,,,,,,,,,,,,,,,,
,1,1.78931638379964E-08,,,,,,,,,,,,,,,,,,,,,,,,
,2,8.59954533290159E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.14,0,0.000179950472660986,,,,,,,,,,,,,,,,,,,,,,,,
,1,4.02995432620951E-07,,,,,,,,,,,,,,,,,,,,,,,,
,2,3.72266335909504E-11,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoAct,IN,OUT,,,,,,,,,,,,,,,,,,,,,,
0.14,0,6.64900182874166E-05,,,,,,,,,,,,,,,,,,,,,,,,
,1,2.99952726070917E-05,,,,,,,,,,,,,,,,,,,,,,,,
,2,3.08743677514876E-11,,,,,,,,,,,,,,,,,,,,,,,,
0.15,0,0.000682166208806551,,,,,,,,,,,,,,,,,,,,,,,,
,1,2.93277392158956E-06,,,,,,,,,,,,,,,,,,,,,,,,
,2,6.48995623087238E-09,,,,,,,,,,,,,,,,,,,,,,,,
,3,1.25998693626962E-14,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoAct,IN,OUT,,,,,,,,,,,,,,,,,,,,,,
0.15,0,0.00027945726427669,29: out,,,,,,,,,,,,,,,,,,,,,,,
,1,6.64725681711937E-05,,,,,,,,,,,,,,,,,,,,,,,,
,2,7.60739071750089E-09,,,,,,,,,,,,,,,,,,,,,,,,
,3,6.76498094790724E-14,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoPen,,,,,,,,,,,,,,,,,,,,,,,,
0.15,0,3.89839263140996E-07,,,,,,,,,,,,,,,,,,,,,,,,
,1,1.21137221105782E-09,,,,,,,,,,,,,,,,,,,,,,,,
,2,9.01627900814038E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.16,0,0.000306924298500941,,,,,,,,,,,,,,,,,,,,,,,,
,1,5.06804893573954E-07,,,,,,,,,,,,,,,,,,,,,,,,
,2,6.09698219081501E-11,,,,,,,,,,,,,,,,,,,,,,,,
,,RedoPen,,,,,,,,,,,,,,,,,,,,,,,,
0.16,0,2.0167154531726E-06,,,,,,,,,,,,,,,,,,,,,,,,
,1,9.36949474112223E-08,,,,,,,,,,,,,,,,,,,,,,,,
,2,1.22569626851789E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.17,0,0.000491609475770621,138: 42-->43,,,,,,,,,,,,,,,,,,,,,,,
