0.01,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.02,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.03,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.04,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.05,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.06,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.07,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.08,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.09,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0.13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.8415942063999,5,5,5,5,5,5,5,5
0.14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.8415942063999,5,5,5,5,5,5,5,5
0.15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.8415942063999,5,5,5,5,5,10.4530884400388,5,5
0.16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,5,10.8415942063999,5,5,5,5,5,10.4530884400388,5,5
0.17,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,5,10.8415942063999,5,5,5,5,5,10.4530884400388,5,5
0.18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,5,10.8415942063999,5,5,5,5,5,10.4530884400388,5,5
0.19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,5,10.8415942063999,5,5,5,5,5,10.4530884400388,5,5
0.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,5,10.8415942063999,5,10.3541336630188,5,5,5,10.4530884400388,5,5
0.21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,5,10.8415942063999,5,10.3541336630188,5,5,5,10.4530884400388,5,5
0.22,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,10.1179706780647,10.8415942063999,5,10.3541336630188,5,5,5,10.4530884400388,5,5
0.23,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,10.1179706780647,10.8415942063999,5,10.3541336630188,5,5,5,10.4530884400388,5,5
0.24,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,10.1179706780647,22.2659778343156,5,10.3541336630188,5,5,5,10.4530884400388,5,5
0.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,10.1179706780647,22.2659778343156,10.3918312849672,10.3541336630188,10.0110876837582,5,5,10.4530884400388,5,5
0.26,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,10.1179706780647,22.2659778343156,10.3918312849672,10.3541336630188,10.0110876837582,5,10.7988387628333,10.4530884400388,5,5
0.27,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.312562777641,5,5,10.1179706780647,22.2659778343156,10.3918312849672,10.3541336630188,10.0110876837582,5,10.7988387628333,21.340956283628,5,5
0.28,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.1173290811631,10.312562777641,5,5,10.1179706780647,22.2659778343156,10.3918312849672,10.3541336630188,10.0110876837582,5,10.7988387628333,21.340956283628,5,5
0.29,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.1173290811631,10.312562777641,10.0026135126059,5,10.1179706780647,22.2659778343156,10.3918312849672,10.3541336630188,10.0110876837582,5,10.7988387628333,21.340956283628,5,5
0.3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.1173290811631,20.8376530694213,10.0026135126059,5,10.1179706780647,22.2659778343156,10.3918312849672,10.3541336630188,10.0110876837582,5,10.7988387628333,21.340956283628,10.1331668080413,5
0.31,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.1173290811631,20.8376530694213,10.0026135126059,5,10.1179706780647,22.2659778343156,10.3918312849672,10.3541336630188,10.0110876837582,5,10.7988387628333,21.340956283628,10.1331668080413,5
0.32,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.1173290811631,20.8376530694213,10.0026135126059,5,10.1179706780647,22.2659778343156,10.3918312849672,10.3541336630188,10.0110876837582,10.0229858498827,10.7988387628333,21.340956283628,10.1331668080413,5
0.33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.1173290811631,20.8376530694213,10.0026135126059,10.1685892807203,10.1179706780647,22.2659778343156,10.3918312849672,10.3541336630188,10.0110876837582,10.0229858498827,10.7988387628333,21.340956283628,10.1331668080413,5
0.34,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.2067063069306,5,10.1173290811631,20.8376530694213,10.0026135126059,10.1685892807203,10.1179706780647,22.2659778343156,10.3918312849672,20.8359775717572,10.0110876837582,10.0229858498827,10.7988387628333,21.340956283628,10.1331668080413,5
0.35,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.2067063069306,5,10.1173290811631,20.8376530694213,10.0026135126059,10.1685892807203,20.6756093463,22.2659778343156,10.3918312849672,20.8359775717572,10.0110876837582,10.0229858498827,10.7988387628333,21.340956283628,10.1331668080413,5
0.36,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10.2067063069306,5,10.1173290811631,20.8376530694213,10.0026135126059,10.1685892807203,20.6756093463,22.2659778343156,10.3918312849672,20.8359775717572,10.0110876837582,10.0229858498827,10.7988387628333,21.340956283628,10.1331668080413,5
