loss,mae,val_loss,val_mae
0.05814099684357643,0.15808185935020447,0.0055976491421461105,0.05754648521542549
0.004498594906181097,0.05148365721106529,0.0033845878206193447,0.044808365404605865
0.003273440059274435,0.044031139463186264,0.0028932548593729734,0.04186875745654106
0.0024723359383642673,0.03830265998840332,0.0017479350790381432,0.03154611960053444
0.0020242382306605577,0.03468840941786766,0.0015027557965368032,0.029586346819996834
0.0017677962314337492,0.03235967457294464,0.0013789684744551778,0.028255708515644073
0.0016241481062024832,0.03102707862854004,0.0012157513992860913,0.026576759293675423
0.0015736802015453577,0.030559159815311432,0.0011792615987360477,0.026675673201680183
0.0013526881812140346,0.028298400342464447,0.000978423049673438,0.023814309388399124
0.0011970881605520844,0.026621662080287933,0.001012344378978014,0.02443840727210045
