time,nfev,m,|dmdu|,E_int
0.0,33,-0.00060565785551189,1.8331431467509967e-06,0.00020237841031651397
0.02,26,-0.0015272605562872922,1.6339452387615074e-05,0.0005110524768795877
0.04,21,-0.002624102575307182,6.498807969325289e-06,0.0008795688694626474
0.06,20,-0.00385325872551872,7.25028591326756e-06,0.001293539862069107
0.08,19,-0.005191506400997748,5.911756157477508e-06,0.0017453095760840362
0.1,19,-0.006623889201516582,6.133983309428213e-06,0.002230115232755139
0.12000000000000001,19,-0.008139821444154297,7.1527582644110005e-06,0.0027444144637500806
0.14,18,-0.009731346341870895,1.3313000386155795e-05,0.0032856856552287905
0.16,20,-0.011392227341364886,1.7707497411034794e-05,0.0038519927211018877
0.18,17,-0.013117422333160973,6.49841388965669e-06,0.004441617380890309
0.19999999999999998,40,-0.014902755993842241,2.1813796298151847e-05,0.005053274507086425
0.21999999999999997,50,-0.016744705813266703,1.4303550959660719e-05,0.005685857759594395
0.23999999999999996,49,-0.01864025209086447,1.583697011673309e-05,0.006338493795488614
0.25999999999999995,53,-0.020586774092680254,7.646328854193017e-06,0.007010277766638947
0.27999999999999997,46,-0.022581972200911807,1.1791899512528419e-05,0.007700591887853938
0.3,49,-0.024623809658975985,1.7119348034374323e-05,0.008408729590562321
0.32,49,-0.02671046854488817,1.2464363736171474e-05,0.009134178256286792
0.34,44,-0.028840313094269425,1.4135669342908013e-05,0.009876497143322525
0.36000000000000004,46,-0.031011864230875957,2.0760975328442163e-05,0.010635078540473845
0.38000000000000006,50,-0.03322377704951563,1.2696504032564592e-05,0.011409691578511344
0.4000000000000001,47,-0.03547482043305974,2.1855681044291122e-05,0.012199929864951076
0.4200000000000001,76,-0.037763873899886474,2.20742882793919e-05,0.013005370392426597
0.4400000000000001,67,-0.04008988227962444,2.1955070864072605e-05,0.01382577217418082
0.46000000000000013,86,-0.042451913924030714,2.1807666031908048e-05,0.014661107198674576
0.48000000000000015,75,-0.04484903503386797,2.3432087360054827e-05,0.01551068742110821
0.5000000000000001,59,-0.04728042433844523,2.6031925956390012e-05,0.016374294907912323
0.5200000000000001,100,-0.049745371906516775,2.1845988151370582e-05,0.01725265514586395
0.5400000000000001,75,-0.05224305270954159,2.0683196056585837e-05,0.018144298020716366
0.5600000000000002,68,-0.05477281817957684,1.7362762183787642e-05,0.019049218212398508
0.5800000000000002,111,-0.05733412033225186,2.638949930104605e-05,0.01996878248123906
0.6000000000000002,65,-0.0599262067776313,2.4833986510095206e-05,0.0209004689097939
0.6200000000000002,74,-0.06254857663046562,1.5297224031987012e-05,0.02184548921226371
0.6400000000000002,57,-0.06520067179101811,3.0116780002034846e-05,0.02280318046113852
0.6600000000000003,166,-0.06788210687332223,1.7576463182717918e-05,0.02377513279761509
0.6800000000000003,58,-0.07059220565873033,2.4877426287217886e-05,0.024758891054978985
0.7000000000000003,52,-0.07333058728729386,2.197771118438677e-05,0.025754882684574758
0.7200000000000003,51,-0.07609680951619019,3.2214221141650477e-05,0.0267631089102437
0.7400000000000003,79,-0.07889046632251229,2.018636572603492e-05,0.02778405256317282
0.7600000000000003,50,-0.08171113478745708,2.945602058712047e-05,0.028816597310457857
0.7800000000000004,68,-0.0845584679043295,2.7064741530972683e-05,0.02986235847174163
0.8000000000000004,113,-0.08743214738502382,1.4053760596087566e-05,0.03092066667040837
0.8200000000000004,50,-0.09033170493556242,1.87144238005343e-05,0.03198945452652608
0.8400000000000004,47,-0.09325685123362876,2.488462761753251e-05,0.033069882520473
0.8600000000000004,67,-0.09620727581182778,2.827212212305951e-05,0.03416233509539099
0.8800000000000004,82,-0.09918271090672767,1.5877307948338488e-05,0.035267999276869105
0.9000000000000005,59,-0.10218279068070915,2.026040718150452e-05,0.03638291889849434
0.9200000000000005,81,-0.10520726466680025,3.5034299480893105e-05,0.03751096261843262
0.9400000000000005,63,-0.10825583567091776,2.311686446335637e-05,0.03864905823797879
0.9600000000000005,67,-0.11132824870728289,2.5632034989405038e-05,0.03979940646982275
0.9800000000000005,95,-0.11442428914207817,2.0741883243060047e-05,0.040961928496728334
