0.01,0,1.49403521674868E-17,,,,,,,,,,,,
0.02,0,2.53037844105454E-17,,,,,,,,,,,,
0.03,0,3.08785969963592E-17,,,,,,,,,,,,
0.04,0,2.31364247072917E-17,,,,,,,,,,,,
0.05,0,2.88744478847658E-17,,,,,,,,,,,,
0.06,0,3.10438497888776E-17,,,,,,,,,,,,
0.07,0,4.07362950064626E-17,,,,,,,,,,,,
0.08,0,3.88640674334606E-17,,,,,,,,,,,,
0.09,0,4.3739207956076E-17,,,,,,,,,,,,
0.1,0,4.4390338998568E-17,,,,,,,,,,,,
,,RedoAct,IN,66,OUT,,,,,,,,,
0.1,0,6.66892127505269E-05,,,,,,,,,,,,
,1,7.15096561473186E-05,,,,,,,,,,,,
,2,3.76936867447673E-10,,,,,,,,,,,,
,3,2.12619347000528E-15,,,,,,,,,,,,
0.11,0,0.00511880001279909,37: out,,,,,,,,,,,
,1,2.55809569699434E-05,,,,,,,,,,,,
,2,7.81661394328654E-06,,,,,,,,,,,,
,3,6.91019991295376E-11,,,,,,,,,,,,
0.12,0,0.00838732638792521,37: out,,,,,,,,,,,
,1,4.58946026862053E-05,,,,,,,,,,,,
,2,6.37021082105511E-05,,,,,,,,,,,,
,3,4.11816321971918E-09,,,,,,,,,,,,
,4,3.70422704381172E-13,,,,,,,,,,,,
0.13,0,0.0175092348882711,37: out,,,,,,,,,,,
,1,8.46420932165244E-05,,,,,,,,,,,,
,2,0.0012063234753574,,,,,,,,,,,,
,3,1.37067502017236E-06,,,,,,,,,,,,
,4,1.905834096513E-07,,,,,,,,,,,,
,5,1.22681720386531E-13,,,,,,,,,,,,
,,RedoAct,IN,87,OUT,,,,,,,,,
0.13,0,0.000102852443984051,,,,,,,,,,,,
,1,0.000132962147463917,,,,,,,,,,,,
,2,1.56147705128782E-08,,,,,,,,,,,,
,3,7.80326761588645E-12,,,,,,,,,,,,
0.14,0,0.0943082095850157,37: 66-->91out,38: out,,,,,,,,,,
,1,7.41132251091764E-05,,,,,,,,,,,,
,2,0.000477018903638739,,,,,,,,,,,,
,3,1.32037698302725E-07,,,,,,,,,,,,
,4,9.64737682897888E-10,,,,,,,,,,,,
,5,1.26739149335624E-15,,,,,,,,,,,,
0.15,0,0.0545539048180143,37: out,38: out,,,,,,,,,,
,1,9.61830589225513E-05,,,,,,,,,,,,
,2,0.000313566595028071,,,,,,,,,,,,
,3,1.2340142362473E-07,,,,,,,,,,,,
,4,1.86168975037502E-10,,,,,,,,,,,,
,5,1.46843370554539E-15,,,,,,,,,,,,
0.16,0,0.0279583404196089,37: out,38: out,,,,,,,,,,
,1,3.98845574234375E-05,,,,,,,,,,,,
,2,4.13747817666053E-05,,,,,,,,,,,,
,3,1.27871054804212E-09,,,,,,,,,,,,
,4,3.041348390849E-14,,,,,,,,,,,,
0.17,0,0.0172081358083065,37: out,38: out,,,,,,,,,,
,1,1.8496343150448E-05,,,,,,,,,,,,
,2,6.89991723797067E-06,,,,,,,,,,,,
,3,5.5942566060529E-07,,,,,,,,,,,,
,4,3.06639352206505E-07,,,,,,,,,,,,
,5,1.69892919190147E-07,,,,,,,,,,,,
,6,9.40179758026372E-08,,,,,,,,,,,,
,7,5.20357353413464E-08,,,,,,,,,,,,
,8,2.8799497404722E-08,,,,,,,,,,,,
,9,1.59392523315446E-08,,,,,,,,,,,,
,10,8.82165823825034E-09,,,,,,,,,,,,
,11,4.88238973390722E-09,,,,,,,,,,,,
,12,2.70217510083164E-09,,,,,,,,,,,,
,13,1.49552553241621E-09,,,,,,,,,,,,
,14,8.27706133593863E-10,,,,,,,,,,,,
,15,4.58091542683854E-10,,,,,,,,,,,,
,16,2.53534620139005E-10,,,,,,,,,,,,
,17,1.40318496710187E-10,,,,,,,,,,,,
,18,7.76566971785755E-11,,,,,,,,,,,,
0.18,0,0.0113755012790829,37: out,38: out,,,,,,,,,,
,1,1.06627078640397E-05,,,,,,,,,,,,
,2,1.53971825646606E-06,,,,,,,,,,,,
