0.01,0,1.813712702250126e-18
0.02,0,3.3411834271553864e-18,1: None-->5out,5: None-->13out,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->13out,24: None-->5out,25: None-->9out,26: None-->9out,27: None-->9out
0.03,0,9.216064396635413e-18,1: None-->5out,5: None-->13out,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->13out,24: None-->5out,25: None-->9out,26: None-->9out,27: None-->9out
0.04,0,7.094371771280135e-18,1: None-->5out,5: None-->13out,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->13out,24: None-->5out,25: None-->9out,26: None-->9out,27: None-->9out
0.05,0,0.0020509311118242397,1: None-->5,5: None-->13,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->13out,24: None-->5,25: None-->9,26: None-->9,27: None-->9
,1,1.1094183855041136e-06,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->13out
,2,1.3709398202723274e-11,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->13out
0.060000000000000005,0,8.471062867251697e-06,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->13out
,1,1.084209753360732e-10,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->13out
,2,1.1231355926831297e-16,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->13out
0.07,0,8.756267061107126e-06,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
,1,1.1671067167001574e-10,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
,2,6.962432271183812e-17,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
0.08,0,9.05385190184524e-06,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
,1,1.2616240846536057e-10,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
,2,7.281054770863499e-17,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
0.09,0,9.364435653631018e-06,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
,1,1.3697826433561425e-10,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
,2,9.131119543375344e-17,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
0.09999999999999999,0,9.688672170977657e-06,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
,1,1.493976168002453e-10,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
,2,8.890932519087356e-17,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out
0.10999999999999999,0,3.449540811763909e-05,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,1,8.071830755954778e-09,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,2,1.9249478929239337e-15,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
0.11999999999999998,0,1.5418893493924248e-05,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,1,2.1173569739518816e-09,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,2,1.1710645224180116e-16,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
0.12999999999999998,0,8.564209871538986e-06,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out,27: 9-->13
,1,8.765313125786606e-09,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,2,2.6536031078360816e-16,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
0.13999999999999999,0,0.00010012864018544582,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,1,3.081090825459102e-08,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,2,5.971346551098284e-14,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
0.15,0,8.219370570187433e-05,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out,24: 5-->9
,1,1.5228169377247928e-08,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,2,1.3363266180231056e-14,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
0.16,0,7.682734613128352e-05,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,1,7.696233491360168e-09,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,2,2.9436844325757564e-15,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
0.17,0,8.365938856140729e-05,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,1,9.654276147807192e-09,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,2,1.6213228122868012e-15,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
0.18000000000000002,0,9.943405160430206e-05,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,1,1.5134018930189908e-08,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
,2,1.1294749158984561e-14,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->13out
0.19000000000000003,0,0.00012564238900015072,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->17out,26: 9-->13
,1,1.863099857573799e-07,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->17out
,2,7.1551239344555466e-12,8: None-->5out,9: None-->5out,10: None-->5out,16: None-->13out,17: None-->13out,18: None-->17out
0.20000000000000004,0,0.0001827834448652648,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->17out,18: None-->17out
,1,4.884336030948619e-08,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->17out,18: None-->17out
,2,2.0317161851453755e-13,8: None-->5out,9: None-->5out,16: None-->13out,17: None-->17out,18: None-->17out
0.21000000000000005,0,0.00019683026259088924,1: 5-->9,8: None-->9out,9: None-->9out,16: None-->13out,17: None-->17out,18: None-->17out
,1,5.5488571838590464e-08,8: None-->9out,9: None-->9out,16: None-->13out,17: None-->17out,18: None-->17out
,2,1.6690106877350982e-12,8: None-->9out,9: None-->9out,16: None-->13out,17: None-->17out,18: None-->17out
0.22000000000000006,0,0.00021209273630429338,8: None-->9out,9: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,1,9.91755565298656e-08,8: None-->9out,9: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,2,1.1713058075326466e-11,8: None-->9out,9: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
0.23000000000000007,0,0.00030462818576033017,5: 13-->17,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,1,2.507387689399972e-06,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,2,3.3637152791385262e-09,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,3,1.0029259115799424e-16,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
0.24000000000000007,0,0.00023380022230327913,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,1,2.3489686359364526e-07,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,2,9.464544213454848e-11,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
0.25000000000000006,0,0.0001839002960077962,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out,25: 9-->13
,1,4.8495023111966396e-08,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,2,7.88232291302227e-14,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
0.26000000000000006,0,0.00016943779536440908,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,1,1.7344650778559698e-07,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
,2,4.5482748509350444e-11,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out
0.2700000000000001,0,0.00013854181574850735,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out,19: None-->17out
,1,1.2966442491171873e-07,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out,19: None-->17out
,2,2.3046438588361055e-11,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out,19: None-->17out
0.2800000000000001,0,0.00012048107693791059,8: None-->9out,9: None-->9out,10: None-->9out,16: None-->17out,17: None-->17out,18: None-->17out,19: None-->17out
