0.6492578124999997,0,1.703350669135941e-06,149: out
,1,4.0409233680596465e-09,149: out
,2,4.1871882104929555e-14,149: out
,,RedoAct,IN,OUT
0.6492578124999997,0,0.00016047108713317806
,1,0.000934064478126319
,,Cutback
0.6492529296874997,0,4.241548301948474e-07,149: out
,1,9.63409357775058e-10,149: out
,2,3.886444458478621e-14,149: out
,,RedoAct,IN,OUT
0.6492529296874997,0,1.4224859485414478e-05
,1,0.00019012585768054662
,,MINIMIZATION
0.6492529296874997,"[0, 0, 0, 0]","[2.4844727764747167e-06, 0.029132280594075022]"
,"[1, 0, 0, 0]","[-6.932484475674062e-24, 2.2808143432633894e-06]"
,"[2, 0, 0, 0]","[-5.679280057470806e-16, 1.8752132924196875e-06]"
,"[3, 0, 0, 0]","[-2.22765737038389e-15, 3.33966199116635e-06]"
,"[4, 0, 0, 0]","[-6.022205035328983e-16, 2.1801937335954455e-06]"
,"[5, 0, 0, 0]","[-2.5241791206921297e-20, 5.967220036529417e-06]"
,"[6, 0, 0, 0]","[-5.1855281090158905e-15, 7.054114525720675e-06]"
,"[7, 0, 0, 0]","[-1.2194834559781878e-20, 2.477762471279743e-06]"
,"[8, 0, 0, 0]","[-5.751824199756325e-17, 1.8430837568088783e-06]"
,"[9, 0, 0, 0]","[-5.939880816269123e-21, 5.538687654681629e-06]"
,"[10, 0, 0, 0]","[-7.18490082170878e-15, 6.2145245811514085e-06]"
,"[11, 0, 0, 0]","[-5.708170625739992e-17, 3.4700323639305627e-06]"
,"[12, 0, 0, 0]","[-6.4896167653267974e-18, 1.6620473938583067e-06]"
,"[13, 0, 0, 0]","[-1.77883583913904e-20, 1.5240404237745116e-06]"
,"[14, 0, 0, 0]","[-1.646099590910921e-19, 5.060444231092597e-06]"
,"[15, 0, 0, 0]","[-2.5679783663266167e-20, 1.8775837941970644e-06]"
,"[16, 0, 0, 0]","[-4.7451716287274874e-21, 3.741427192809343e-06]"
,"[17, 0, 0, 0]","[-4.766376804973999e-24, 1.5486981103598012e-06]"
,"[18, 0, 0, 0]","[-2.035120080001553e-18, 1.6014450641354868e-06]"
,"[19, 0, 0, 0]","[-1.0402221109565089e-18, 2.443558466159372e-06]"
,"[20, 0, 0, 0]","[-1.605244080492913e-21, 8.551659397364913e-07]"
,"[21, 0, 0, 0]","[-7.386181724420735e-21, 2.240793346540464e-06]"
,"[22, 0, 0, 0]","[-1.8612823482945094e-20, 2.3516727219588522e-06]"
,"[23, 0, 0, 0]","[-6.605566494325419e-21, 1.1542755080488996e-06]"
,"[24, 0, 0, 0]","[-4.7117300947018346e-23, 1.1613592652142732e-06]"
,"[25, 0, 0, 0]","[-1.1974678708399262e-22, 1.9554471170667573e-06]"
,"[26, 0, 0, 0]","[-8.198681259216964e-21, 7.124154439646531e-07]"
,"[27, 0, 0, 0]","[-7.382235394265708e-17, 6.86268055558494e-07]"
,"[28, 0, 0, 0]","[-5.675622021534477e-19, 1.2224077556402127e-06]"
,"[29, 0, 0, 0]","[-1.7605881546375497e-16, 8.834363284209948e-07]"
,"[30, 0, 0, 0]","[-7.604778915744346e-16, 6.700962033442733e-07]"
,"[31, 0, 0, 0]","[-2.921080533441531e-22, 2.5666060691136697e-06]"
,"[32, 0, 0, 0]","[-4.8183578770194525e-21, 6.004918523465126e-07]"
,"[33, 0, 0, 0]","[-4.746424283632668e-17, 1.5157912763176107e-06]"
,"[34, 0, 0, 0]","[-6.229032880054037e-23, 1.259814693676743e-06]"
,"[35, 0, 0, 0]","[-8.396908082544488e-18, 1.1258455950178626e-06]"
,"[36, 0, 0, 0]","[-1.2184889291850396e-22, 6.704188849895942e-07]"
,"[37, 0, 0, 0]","[-1.7597010847316875e-22, 7.428569310527809e-07]"
,"[38, 0, 0, 0]","[-3.824483720460903e-24, 6.622314895283079e-07]"
,"[39, 0, 0, 0]","[-6.197266579754321e-23, 1.2361796249299997e-06]"
,"[40, 0, 0, 0]","[-4.0429589413938433e-19, 1.3413415681570562e-06]"
,"[41, 0, 0, 0]","[-2.1242607387304148e-13, 5.091093309035335e-07]"
,"[42, 0, 0, 0]","[-2.6461527422222284e-18, 8.204651736409446e-07]"
,"[43, 0, 0, 0]","[-5.724803242199778e-21, 2.306603390031821e-06]"
,"[44, 0, 0, 0]","[-3.795608670151338e-21, 5.761781252610655e-07]"
,"[45, 0, 0, 0]","[-2.0774976878160408e-24, 6.427596475249712e-07]"
,"[46, 0, 0, 0]","[-8.169973391193657e-20, 1.329853900701204e-06]"
,"[47, 0, 0, 0]","[-4.6437926554509475e-18, 1.8110921437052967e-06]"
,"[48, 0, 0, 0]","[-1.6990826745723953e-21, 6.507837114079538e-07]"
,"[49, 0, 0, 0]","[-5.178947620426875e-18, 1.0461229967595584e-06]"
,"[50, 0, 0, 0]","[-1.4682060812908797e-21, 1.4624873305306091e-06]"
,"[51, 0, 0, 0]","[-3.494620734059731e-21, 1.083367342356211e-06]"
,"[52, 0, 0, 0]","[-1.9326404580546427e-15, 7.541178409492961e-07]"
,"[53, 0, 0, 0]","[-1.2854730762379196e-15, 2.6176823273761867e-06]"
,"[54, 0, 0, 0]","[-1.3384349414842394e-21, 1.2822349896632492e-06]"
,"[55, 0, 0, 0]","[-3.318545843347763e-19, 8.74998138637668e-07]"
,"[56, 0, 0, 0]","[-1.8354016634571282e-20, 1.6367444022837673e-06]"
,"[57, 0, 0, 0]","[-6.558965482070121e-17, 4.847695915290239e-07]"
,"[58, 0, 0, 0]","[-2.0195137914786112e-17, 1.0750906281823153e-06]"
,"[59, 0, 0, 0]","[-6.383964565175673e-17, 5.965924678850591e-07]"
,"[60, 0, 0, 0]","[-5.807601217156358e-17, 4.0239884776844513e-07]"
,"[61, 0, 0, 0]","[-7.667372110888347e-24, 8.332987043507147e-07]"
