accuracy,loss,mae,val_accuracy,val_loss,val_mae
0.0,0.1215701550245285,0.2118103951215744,0.0,0.012917027808725834,0.08808832615613937
0.0,0.009931286796927452,0.07780806720256805,0.0,0.00772265437990427,0.06821287423372269
0.0,0.00711577944457531,0.06547515839338303,0.0,0.006407107226550579,0.0627899020910263
0.0,0.0060175503604114056,0.05992535874247551,0.0,0.005245814099907875,0.055083248764276505
0.0,0.005507529713213444,0.057332273572683334,0.0,0.0051140557043254375,0.055074822157621384
0.0,0.005104660522192717,0.0549846775829792,0.0,0.004654991906136274,0.05265066400170326
0.0,0.004888648167252541,0.05396309122443199,0.0,0.004999079275876284,0.05545499175786972
0.0,0.0047121974639594555,0.05290232598781586,0.0,0.004787735175341368,0.053160738199949265
0.0,0.004565146751701832,0.05231010541319847,0.0,0.004074355121701956,0.049278147518634796
0.0,0.004402587190270424,0.051470208913087845,0.0,0.0042048003524541855,0.050006166100502014
0.0,0.004281460307538509,0.05067790299654007,0.0,0.004087448585778475,0.04986681044101715
0.0,0.004224633332341909,0.050418559461832047,0.0,0.004180632531642914,0.05075151473283768
0.0,0.004138035234063864,0.04984847456216812,0.0,0.003938430454581976,0.04782639071345329
0.0,0.004054095130413771,0.04936540871858597,0.0,0.003595661837607622,0.04589620977640152
0.0,0.003980777692049742,0.048929400742053986,0.0,0.004335116595029831,0.05038927122950554
0.0,0.003897408489137888,0.04835017770528793,0.0,0.004726534243673086,0.05335141718387604
0.0,0.0038104341365396976,0.04786943271756172,0.0,0.0037490888498723507,0.047684211283922195
0.0,0.0037585648242384195,0.04752912372350693,0.0,0.004089963622391224,0.04990937188267708
0.0,0.0037015476264059544,0.04722379148006439,0.0,0.00331887393258512,0.04429924860596657
0.0,0.003664674237370491,0.0469711534678936,0.0,0.003468418261036277,0.045973993837833405
0.0,0.0035639319103211164,0.046301376074552536,0.0,0.0035645293537527323,0.046053409576416016
0.0,0.003558761440217495,0.04625202715396881,0.0,0.0034890484530478716,0.0462510772049427
0.0,0.003503180108964443,0.04598195105791092,0.0,0.0034764129668474197,0.04548212140798569
0.0,0.0034480514004826546,0.045626200735569,0.0,0.003528366796672344,0.045723363757133484
0.0,0.0034666205756366253,0.04568653926253319,0.0,0.0032752160914242268,0.04420023038983345
0.0,0.0034205163829028606,0.04542476683855057,0.0,0.003513745032250881,0.046920351684093475
0.0,0.0034078718163073063,0.045319151133298874,0.0,0.0031819669529795647,0.044108420610427856
0.0,0.0033602765761315823,0.045086272060871124,0.0,0.0030958678107708693,0.04299800843000412
0.0,0.0033458354882895947,0.044955018907785416,0.0,0.0032374525908380747,0.04404258728027344
0.0,0.003307139500975609,0.044679876416921616,0.0,0.0031007647048681974,0.043536487966775894
0.0,0.0032740712631493807,0.044513773173093796,0.0,0.003287925384938717,0.04465258866548538
0.0,0.003289611078798771,0.04458821937441826,0.0,0.003158712526783347,0.04333788901567459
0.0,0.0032714405097067356,0.04447410628199577,0.0,0.003153457771986723,0.04397370293736458
0.0,0.003253009170293808,0.044435255229473114,0.0,0.0029831519350409508,0.042551446706056595
0.0,0.003224865300580859,0.044187504798173904,0.0,0.003084520809352398,0.04333290457725525
0.0,0.0032178841065615416,0.04408113658428192,0.0,0.0030764094553887844,0.043430015444755554
0.0,0.003201585728675127,0.04399130865931511,0.0,0.0035046108532696962,0.04679783433675766
0.0,0.003173203207552433,0.043814558535814285,0.0,0.0033232690766453743,0.04509991779923439
0.0,0.0031298603862524033,0.04345596581697464,0.0,0.00292641157284379,0.04184648022055626
0.0,0.003137870691716671,0.04360930994153023,0.0,0.0030513079836964607,0.0432504341006279
0.0,0.0031428926158696413,0.043653275817632675,0.0,0.0029941992834210396,0.04256514459848404
0.0,0.0031245346181094646,0.043502695858478546,0.0,0.0029261671006679535,0.04218515381217003
0.0,0.0031115880701690912,0.04339423403143883,0.0,0.003134423168376088,0.04368892312049866
0.0,0.0030550130177289248,0.042938657104969025,0.0,0.003161798696964979,0.044375136494636536
0.0,0.003045791294425726,0.0429103747010231,0.0,0.002984277904033661,0.042497601360082626
0.0,0.003078804351389408,0.04315256327390671,0.0,0.0028845462948083878,0.04157470166683197
0.0,0.0030205673538148403,0.042710043489933014,0.0,0.002906173001974821,0.04206424951553345
0.0,0.0030128874350339174,0.04261269047856331,0.0,0.0038994376081973314,0.04939945787191391
0.0,0.0029919897206127644,0.04249661788344383,0.0,0.0036243507638573647,0.04650735482573509
0.0,0.0029834751039743423,0.04244411736726761,0.0,0.003207666100934148,0.0444592721760273
