0.01,0,4.40557848415586e-18
0.02,0,4.135113884862162e-18
0.03,0,5.206966662221841e-18
0.04,0,1.1356116066080204e-17
0.05,0,1.9112022449480288e-17
0.060000000000000005,0,1.522337291024035e-17
0.07,0,1.6400893211160533e-17
0.08,0,1.2675173500868607e-17
0.09,0,1.3816491446233965e-17
0.09999999999999999,0,1.283266722858797e-17
0.10999999999999999,0,1.2318057771488991e-17
0.11999999999999998,0,1.3637023887025314e-17
0.12999999999999998,0,1.3711034876461939e-17
0.13999999999999999,0,1.61032675249988e-17
0.13999999999999999,0,0.07099861499966673
,1,8.949688899876945e-05
,2,5.693964411701559e-05
,3,3.203554809562837e-10
,4,3.7306329498439656e-15
0.15,0,0.0007245120554333841
,1,7.263850640236568e-07
,2,1.2269672770011382e-09
,3,4.568441034800864e-16
0.15,0,0.05930594839596056
,1,5.0641407454406076e-05
,2,1.1661172787426984e-05
,3,7.596653529438547e-12
0.16,0,0.0011474812085742578
,1,9.397320461089937e-07
,2,2.9149067614329244e-09
,3,6.672459303443028e-15
0.17,0,0.001155560827122459
,1,7.474784215234301e-07
,2,2.1967146768136346e-09
,3,1.1718149022784852e-15
0.17,0,0.03657238214372258
,1,5.993048531131426e-05
,2,1.1213581677660309e-05
,3,2.2971474056293037e-11
0.18000000000000002,0,0.00031222030648657564
,1,1.7337272785406604e-07
,2,3.8923229357918055e-11
0.19000000000000003,0,0.00032280256870219104
,1,1.6915789396784644e-07
,2,4.2979552379644516e-11
0.20000000000000004,0,0.0003318797373654813
,1,1.615095443838894e-07
,2,4.537574086145927e-11
0.20000000000000004,0,0.030609003088484157
,1,4.810465309218375e-05
,2,1.7106188688562268e-05
,3,1.5945316195471145e-11
0.21000000000000005,0,0.0005520721382703441
,1,9.680217606097988e-07
,2,7.149615946844981e-10
,3,5.3142153172768126e-15
0.21000000000000005,0,0.16299753994973393
,1,0.00036186343483685053
,2,0.0002967794780826846
,3,5.225782723036499e-09
,4,5.956868767085312e-14
0.22000000000000006,0,0.0001658108399870138
,1,1.5101243336803223e-07
,2,5.684175807879895e-12
0.23000000000000007,0,0.0001752299281540954
,1,2.055860237054359e-07
,2,8.684941176375751e-12
0.23000000000000007,0,0.028541470764693568
,1,6.529369637911807e-05
,2,2.5853047109314426e-05
,3,4.472785761451905e-11
0.23000000000000007,0,0.006815361902737245
,1,1.1461210129329186e-06
,2,2.5969734294345423e-08
,3,8.37566812452908e-15
0.24000000000000007,0,9.70472320267158e-05
,1,3.6636747792545442e-09
,2,1.7280838353584955e-14
0.24000000000000007,0,0.006786281038759299
,1,1.7403271548353792e-07
,2,2.497558416956065e-10
,3,1.80050184904874e-14
0.25000000000000006,0,9.708775829162609e-05
,1,4.4694167213186156e-09
,2,1.8608775845991877e-14
0.25000000000000006,0,0.04946389013156316
,1,8.426023638572246e-05
,2,8.158004085947747e-06
,3,3.525927409798928e-11
0.26000000000000006,0,0.0004914577305151666
,1,4.894630184834103e-07
,2,2.431285298438294e-10
,3,1.6156154313635242e-14
0.26000000000000006,0,0.029030658539312564
,1,0.00028335334301315723,120: out
,2,0.0002613597381684952,120: out
,3,2.3702935247105034e-08
,4,2.146510397471697e-12
0.26000000000000006,0,0.006614896765315005
,1,2.9321505952194445e-07
,2,5.579849367350113e-10
,3,1.2301294301761655e-14
0.2700000000000001,0,0.00020729303843696747
,1,2.1502208863721908e-07
,2,2.6820447433764466e-11
0.2700000000000001,0,0.02541385466977212
,1,2.8368455695808308e-05
,2,3.648100469498096e-05
,3,7.165477233405891e-10
,4,2.1182272602550512e-14
0.2800000000000001,0,0.0009186214570459088,43: out
,1,1.7950218597936296e-06
,2,5.767774591222762e-08
,3,1.0012929593478018e-14
0.2900000000000001,0,0.001167963875009802,43: out
,1,2.3710549419821995e-06
,2,1.3737155447860278e-07
,3,1.6406582849027244e-14
0.3000000000000001,0,0.001502730825387906,43: out
,1,3.0951921738033213e-06
,2,3.1895340240595683e-07
,3,6.373645283384483e-14
0.3000000000000001,0,0.0063240118710349335
,1,4.969720019894443e-07
,2,1.7323137107579243e-09
,3,2.5481191514017038e-14
0.3100000000000001,0,0.0019489712926418004,43: out
,1,3.9462444109336204e-06
,2,6.906021621271004e-07
,3,1.9338889875825876e-13
0.3100000000000001,0,0.10406651627264724
,1,0.0010296208714009017,135: out
,2,0.0004171313183004782,20: out
,3,6.451048044602438e-06
,4,2.5790040893398893e-08
,5,7.709223305778807e-14
0.3100000000000001,0,0.00624176582994158
,1,6.267051955009493e-07
,2,3.254136967226668e-09
,3,1.816475094181962e-14
0.3200000000000001,0,0.0019339792201184668,20: out,43: out
,1,3.7477722679658046e-06
,2,7.109071717824706e-07
,3,2.006375440724203e-13
0.3200000000000001,0,0.005526650746042378
,1,2.955808003786267e-07
,2,1.1532326002627976e-10
,3,1.531489794848055e-14
0.3300000000000001,0,0.0024427183992026917,20: out,43: out
,1,4.349717331878823e-06
,2,1.1919149373154476e-06
,3,2.045869413534616e-13
0.3300000000000001,0,0.06770404725928834
,1,6.969022620999314e-05
,2,1.3954423515794658e-06
,3,6.942210537979331e-12
0.3300000000000001,0,0.01190799179027739
,1,1.8605935267727662e-06
,2,1.3936539312625934e-07
,3,1.515385564369688e-14
0.34000000000000014,0,0.0023588783802973314,43: out
,1,4.096874562765511e-06
,2,1.0901165281672358e-06
,3,8.065700515211598e-14
0.34000000000000014,0,0.012332505652064597
,1,1.7057055758537513e-07
,2,1.662605080156799e-10
,3,3.210886552405789e-14
0.35000000000000014,0,0.0027949843591444346,43: out
,1,3.3742012133653663e-06
,2,7.58827171745307e-07
,3,3.15540062315871e-13
0.35000000000000014,0,0.06394904251587082
,1,8.112878712431318e-05
,2,4.1413935089912475e-05
,3,1.6913533585414978e-10
,4,1.8654133444420002e-14
0.36000000000000015,0,0.002799818991249827,43: out
,1,1.0297138320239973e-06
,2,2.7687817180666427e-08
,3,1.630244059373011e-14
0.36000000000000015,0,0.06844824059794204
,1,3.5319716493580976e-05
,2,1.1980179438441642e-05
,3,2.820617354831371e-11
0.37000000000000016,0,0.0020416133130368268,43: 93-->52out
,1,2.0892105312000413e-06
,2,1.3803712710460414e-07
,3,2.0986213526424386e-14
0.37000000000000016,0,0.04109574176779973
,1,9.11030501461743e-06
,2,7.121877872260114e-07
,3,2.0086277717464756e-13
0.37000000000000016,0,0.0055603610401235605
,1,7.550236240334103e-07
,2,7.554832544511463e-10
,3,1.1464750730078267e-14
0.38000000000000017,0,0.0019639545150818057,48: out
,1,3.2210687215498365e-06
