loss,mae,val_loss,val_mae
0.09452833235263824,0.17404772341251373,0.007384367752820253,0.06537562608718872
0.005802982021123171,0.058691706508398056,0.004070628900080919,0.049051135778427124
0.004192229826003313,0.049920689314603806,0.003041591728106141,0.04233115166425705
0.003348845988512039,0.0445893295109272,0.0030514649115502834,0.042672205716371536
0.0029464210383594036,0.041632864624261856,0.00253089121542871,0.03900609537959099
0.0027723354287445545,0.04052771255373955,0.002284621587023139,0.03634219616651535
0.002487937919795513,0.03832186385989189,0.0019842938054353,0.033794157207012177
0.002433988032862544,0.03795258700847626,0.0019336604746058583,0.033410653471946716
0.002334587974473834,0.037208303809165955,0.002532718237489462,0.03974292054772377
0.0021519178990274668,0.035624146461486816,0.002751127816736698,0.04267308488488197
0.0021604893263429403,0.03566865622997284,0.001843901234678924,0.032908666878938675
0.002028635237365961,0.034688252955675125,0.0017524270806461573,0.03197310119867325
0.001964019611477852,0.03421828895807266,0.001755556440912187,0.03248344361782074
0.0020071365870535374,0.0345730185508728,0.002014326397329569,0.03537653386592865
0.0018867704784497619,0.0334915816783905,0.0017996857641264796,0.03346481919288635
0.0018249887507408857,0.03295121341943741,0.0016621253453195095,0.03132347762584686
0.0018528213258832693,0.03325638175010681,0.0015849523479118943,0.030492737889289856
0.0017901379615068436,0.03263033553957939,0.0013417652808129787,0.027723833918571472
0.0018177344463765621,0.032891273498535156,0.0013597013894468546,0.027831055223941803
0.0017299739411100745,0.03210154175758362,0.0014725723303854465,0.029475979506969452
0.0016818656586110592,0.03163229301571846,0.002085275948047638,0.03559813275933266
0.0016742362640798092,0.031571175903081894,0.001730800257064402,0.03220584988594055
0.0016487428219988942,0.03137873485684395,0.0018681040965020657,0.03355463966727257
0.0016408928204327822,0.03124745935201645,0.0013914776500314474,0.02874073013663292
0.0016342555172741413,0.031110145151615143,0.0014932781923562288,0.030088791623711586
0.001553914276883006,0.03028327040374279,0.00159474927932024,0.03160802274942398
0.0015386699233204126,0.030265670269727707,0.0019511351129040122,0.03418181464076042
0.0015296174678951502,0.030188830569386482,0.0014834239846095443,0.030114933848381042
0.0015262190718203783,0.030107395723462105,0.0019707484170794487,0.03549041599035263
0.0015008156187832355,0.02984681911766529,0.0016424391651526093,0.03183593228459358
0.0015230190474539995,0.02998591959476471,0.001851096749305725,0.03363775089383125
0.0014472762122750282,0.029245149344205856,0.0014589366037398577,0.029961921274662018
0.0014592070365324616,0.029422184452414513,0.0011549907503649592,0.025942284613847733
0.0014068104792386293,0.028741754591464996,0.0012681990629062057,0.02769203670322895
0.0014305651420727372,0.02901962399482727,0.0011547333560883999,0.025981569662690163
0.0013817688450217247,0.02857743576169014,0.0011243295157328248,0.0256346482783556
0.0013824193738400936,0.028562556952238083,0.0012421996798366308,0.02676585130393505
0.0013775270199403167,0.0284364502876997,0.0016212506452575326,0.03142832592129707
0.0013467659009620547,0.02817557565867901,0.0013707757461816072,0.0289319958537817
0.0013680316042155027,0.028387637808918953,0.001196224824525416,0.026818007230758667
0.0013537711929529905,0.028194932267069817,0.0011178929125890136,0.02546900510787964
0.001305695972405374,0.027685288339853287,0.0017492850311100483,0.033570703119039536
0.0013090469874441624,0.027786826714873314,0.0017655594274401665,0.03279750049114227
0.0013400439638644457,0.028120337054133415,0.0012240424985066056,0.027105433866381645
0.001264861784875393,0.0272019412368536,0.0017685182392597198,0.032128702849149704
0.0012835892848670483,0.02745838277041912,0.001333082327619195,0.028299003839492798
0.0012297601206228137,0.026845714077353477,0.000992767047137022,0.0237039253115654
0.0012585738440975547,0.027105534449219704,0.0018729515140876174,0.03451096639037132
0.0012574552092701197,0.027302531525492668,0.0009727058350108564,0.02356773428618908
0.001159897306933999,0.026110457256436348,0.0017075263895094395,0.032859548926353455
