time,nfev,nact,nhooked,trials,try_last
0.0,1,0,0,0,0
0.01,1,0,0,0,0
0.02,1,0,0,0,0
0.03,1,0,0,0,0
0.04,1,0,0,0,0
0.05,2,1,0,1,1
0.060000000000000005,5,3,1,1,2
0.07,21,3,3,0,21
0.08,14,3,3,0,14
0.09,19,3,3,0,19
0.09999999999999999,17,3,3,0,17
0.10999999999999999,38,5,3,1,19
0.11999999999999998,40,5,5,0,40
0.12999999999999998,44,6,5,1,23
0.13999999999999999,31,6,6,0,31
0.15,57,8,6,1,26
0.16,51,8,8,0,51
0.17,43,8,8,0,43
0.18000000000000002,5,8,8,0,5
0.19000000000000003,98,10,8,1,50
0.20000000000000004,58,10,10,0,58
0.21000000000000005,107,13,10,1,57
0.22000000000000006,164,13,10,2,51
0.23000000000000007,112,12,12,1,56
