,1,,3.50298726675744E-06,,,,,,,,,,,,
,2,,1.7287187447479E-07,,,,,,,,,,,,
,3,,7.72806555530831E-15,,,,,,,,,,,,
0.19,0,4,0.121584560039007,,,,,,,,,,,,
,1,,0.000164542291853,,,,,,,,,,,,
,2,,0.000117766815122,,,,,,,,,,,,
,3,,4.65729768698231E-10,,,,,,,,,,,,
,4,,4.0164188652871E-15,,,,,,,,,,,,
0.2,0,5,0.007895848319874,36: out,38: out,127: out,,,,,,,,,
,1,,1.43490348428331E-05,,,,,,,,,,,,
,2,,1.19807276794504E-06,,,,,,,,,,,,
,3,,4.67885766513102E-13,,,,,,,,,,,,
0.21,0,4,0.009793393868998,36: out,38: out,127: out,,,,,,,,,
,1,,2.68611378932247E-05,,,,,,,,,,,,
,2,,4.87751621553036E-06,,,,,,,,,,,,
,3,,1.60014570280936E-11,,,,,,,,,,,,
0.22,0,4,0.013699798746639,36: out,38: out,127: out,,,,,,,,,
,1,,6.32812654024696E-05,,,,,,,,,,,,
,2,,5.11329636469523E-05,,,,,,,,,,,,
,3,,3.79885262807502E-09,,,,,,,,,,,,
,4,,7.9686266661043E-14,,,,,,,,,,,,
0.23,0,5,0.025464885424285,36: out,38: out,127: 66-->91out,,,,,,,,,
,1,,0.000119413629952,,,,,,,,,,,,
,2,,0.000361877230099,,,,,,,,,,,,
,3,,1.13914212339968E-08,,,,,,,,,,,,
,4,,2.69609551932173E-12,,,,,,,,,,,,
0.24,0,5,0.032685869047563,36: out,38: out,127: out,,,,,,,,,
,1,,3.21279183660156E-05,,,,,,,,,,,,
,2,,1.65685167246049E-05,,,,,,,,,,,,
,3,,1.07664751018749E-11,,,,,,,,,,,,
0.24,0,4,0.092020605066115,,,,,,,,,,,,
,1,,0.000226035156713,,,,,,,,,,,,
,2,,0.000140694269206,,,,,,,,,,,,
,3,,1.34490488050767E-09,,,,,,,,,,,,
,4,,2.08748684616007E-14,,,,,,,,,,,,
0.24,0,5,0.007220316489842,,,,,,,,,,,,
,1,,1.86279180788819E-06,,,,,,,,,,,,
,2,,1.65113653243511E-07,,,,,,,,,,,,
,3,,5.10281673599719E-15,,,,,,,,,,,,
0.25,0,4,0.064355575539528,36: out,127: out,131: out,,,,,,,,,
,1,,2.20917670756677E-05,,,,,,,,,,,,
,2,,3.55363201389931E-06,,,,,,,,,,,,
,3,,1.04642047676978E-12,,,,,,,,,,,,
0.26,0,4,0.049536377375311,36: out,127: out,131: out,,,,,,,,,
,1,,1.861364254995E-05,,,,,,,,,,,,
,2,,5.58376215747694E-06,,,,,,,,,,,,
,3,,5.77586532158871E-12,,,,,,,,,,,,
0.27,0,4,0.036450603090247,36: out,127: out,131: out,,,,,,,,,
,1,,1.651529608957E-05,,,,,,,,,,,,
,2,,6.35849089728485E-06,,,,,,,,,,,,
,3,,5.13430052707286E-12,,,,,,,,,,,,
0.28,0,4,0.026520604775723,36: out,127: out,131: out,,,,,,,,,
,1,,1.36038509895395E-05,,,,,,,,,,,,
,2,,3.92733338789081E-06,,,,,,,,,,,,
,3,,1.79842021869234E-12,,,,,,,,,,,,
0.28,0,4,0.032306201903246,,,,,,,,,,,,
,1,,0.00012204342553,,,,,,,,,,,,
,2,,7.52023715012824E-05,,,,,,,,,,,,
,3,,2.67189605767081E-10,,,,,,,,,,,,
,4,,3.72517904410802E-15,,,,,,,,,,,,
0.29,0,5,0.015153832036897,36: out,123: out,127: out,131: out,,,,,,,,
,1,,4.22396030521586E-06,,,,,,,,,,,,
,2,,2.11695570888756E-07,,,,,,,,,,,,
,3,,9.82271200780093E-15,,,,,,,,,,,,
0.29,0,4,0.134010180198694,,,,,,,,,,,,
,1,,0.000237181258664,,,,,,,,,,,,
,2,,0.000164545003192,,,,,,,,,,,,
,3,,7.92347091834038E-10,,,,,,,,,,,,
,4,,6.29287508841697E-15,,,,,,,,,,,,
0.3,0,5,0.010288331744749,37: 91-->90,38: 87-->86,123: out,126: out,131: out,,,,,,,
,1,,1.35833621812923E-05,,,,,,,,,,,,
,2,,5.10969322699527E-07,,,,,,,,,,,,
,3,,1.31639481404258E-13,,,,,,,,,,,,
0.31,0,4,0.013299542787772,123: out,126: out,131: out,,,,,,,,,
,1,,3.27303246210926E-05,,,,,,,,,,,,
,2,,6.22273135446454E-06,,,,,,,,,,,,
,3,,3.12030838072809E-11,,,,,,,,,,,,
0.32,0,4,0.017933626221667,36: 95-->94out,123: out,126: 66-->91out,131: out,,,,,,,,
,1,,0.000169361537292,,,,,,,,,,,,
,2,,0.000580027374227,,,,,,,,,,,,
,3,,3.0573407180711E-07,,,,,,,,,,,,
,4,,4.39592405906008E-09,,,,,,,,,,,,
,5,,3.87040667541042E-15,,,,,,,,,,,,
0.33,0,6,0.039308938514588,36: out,37: out,123: out,126: out,131: out,,,,,,,
,1,,5.41628596929823E-05,,,,,,,,,,,,
,2,,2.47143213970566E-05,,,,,,,,,,,,
,3,,2.29804116503682E-11,,,,,,,,,,,,
0.33,0,4,0.12604220350505,,,,,,,,,,,,
,1,,3.42349232970996E-05,,,,,,,,,,,,
,2,,3.68365299466972E-05,,,,,,,,,,,,
,3,,1.58822622694369E-10,,,,,,,,,,,,
,4,,6.89539824439148E-15,,,,,,,,,,,,
0.34,0,5,0.044449511754359,7: out,36: out,37: out,123: out,126: out,,,,,,,
,1,,3.48118823444529E-05,,,,,,,,,,,,
,2,,4.04246362314148E-05,,,,,,,,,,,,
,3,,1.09129444662258E-10,,,,,,,,,,,,
,4,,6.26655590373809E-15,,,,,,,,,,,,
0.34,0,5,0.023646694679805,,,,,,,,,,,,
,1,,3.00520138902231E-05,,,,,,,,,,,,
,2,,2.85935845248472E-06,,,,,,,,,,,,
,3,,6.75361676110598E-12,,,,,,,,,,,,
0.34,0,4,0.006447700021221,,,,,,,,,,,,
,1,,1.50810308607436E-06,,,,,,,,,,,,
,2,,6.46685838092203E-08,,,,,,,,,,,,
,3,,6.8256462726579E-15,,,,,,,,,,,,
0.35,0,4,0.054977259706836,7: out,36: out,37: out,123: out,126: out,130: out,,,,,,
,1,,1.86440299348411E-05,,,,,,,,,,,,
,2,,7.11552551126609E-06,,,,,,,,,,,,
,3,,9.30451204894126E-12,,,,,,,,,,,,
0.36,0,4,0.045455032678963,7: out,36: out,37: out,123: out,126: out,130: out,,,,,,
,1,,1.40864542158897E-05,,,,,,,,,,,,
,2,,6.5802535208604E-06,,,,,,,,,,,,
,3,,7.0047589526529E-12,,,,,,,,,,,,
0.37,0,4,0.035923884043041,7: out,36: out,37: out,123: out,126: out,130: out,,,,,,
,1,,1.52943753137687E-05,36: out,,,,,,,,,,,
,2,,2.44079367459803E-05,7: out,36: out,,,,,,,,,,
,3,,6.96786249107924E-11,36: out,,,,,,,,,,,
0.37,0,4,0.000203059793584,,,,,,,,,,,,
,1,,9.38528398246462E-05,7: out,,,,,,,,,,,
,2,,4.91641953719013E-09,,,,,,,,,,,,
,3,,4.98248765269951E-13,,,,,,,,,,,,
0.38,0,4,0.030599449078703,7: out,37: out,38: out,123: out,126: out,130: out,,,,,,
,1,,1.75622261240201E-05,7: out,,,,,,,,,,,
,2,,3.10661005720444E-05,7: out,,,,,,,,,,,
,3,,1.20062306525634E-10,7: out,,,,,,,,,,,
,4,,7.25244580133857E-15,7: out,,,,,,,,,,,
0.38,0,5,0.000101829205966,,,,,,,,,,,,
,1,,3.59512166004689E-05,,,,,,,,,,,,
,2,,3.5823951220779E-10,,,,,,,,,,,,
,3,,5.71169853449585E-15,,,,,,,,,,,,
0.39,0,4,0.023850991792153,37: out,38: out,123: out,126: out,130: out,131: 87-->86,,,,,,
,1,,1.35545362405067E-05,,,,,,,,,,,,
,2,,2.28330324356861E-06,,,,,,,,,,,,
,3,,1.2876570620661E-12,,,,,,,,,,,,
0.39,0,4,0.223691161860056,,,,,,,,,,,,
,1,,0.001219191811076,122: out,131: 86-->87,,,,,,,,,,
,2,,0.001656969105592,122: out,,,,,,,,,,,
,3,,3.34370362625944E-07,,,,,,,,,,,,
,4,,2.38004643845135E-10,,,,,,,,,,,,
,5,,6.16976754257689E-15,,,,,,,,,,,,
0.4,0,6,0.013465051925184,37: out,38: out,122: out,125: out,130: out,131: 87-->86,,,,,,
,1,,2.07430956727558E-05,,,,,,,,,,,,
,2,,1.36625830023271E-06,,,,,,,,,,,,
,3,,6.5992785406162E-13,,,,,,,,,,,,
0.41,0,4,0.012752219678642,37: out,38: out,122: out,125: out,127: 91-->90,130: out,,,,,,
,1,,4.92172817684451E-05,,,,,,,,,,,,
,2,,1.20625928118807E-05,,,,,,,,,,,,
,3,,1.41981612600021E-10,,,,,,,,,,,,
,4,,5.60921055161224E-15,,,,,,,,,,,,
0.42,0,5,0.017852902688751,37: out,38: out,122: out,123: 95-->94,125: out,130: out,,,,,,
,1,,0.001146433107118,125: 66-->91,,,,,,,,,,,
,2,,0.000168456632073,,,,,,,,,,,,
,3,,1.96162544130058E-07,,,,,,,,,,,,
,4,,8.32726269253419E-13,,,,,,,,,,,,
0.43,0,5,0.06034649543002,37: out,38: out,122: out,123: out,125: out,130: out,,,,,,
,1,,8.89347067059728E-05,,,,,,,,,,,,
,2,,0.000426081030019,,,,,,,,,,,,
,3,,1.13461970293577E-07,,,,,,,,,,,,
,4,,7.84075327533045E-10,,,,,,,,,,,,
,5,,1.05915450312119E-14,,,,,,,,,,,,
0.43,0,6,0.156661206074255,,,,,,,,,,,,
,1,,0.000315226035969,,,,,,,,,,,,
,2,,2.97507715564995E-05,,,,,,,,,,,,
,3,,5.83453372325491E-09,,,,,,,,,,,,
,4,,3.26444775641437E-14,,,,,,,,,,,,
0.43,0,5,0.005991544193222,,,,,,,,,,,,
,1,,2.69162133811504E-07,,,,,,,,,,,,
,2,,2.06875072914107E-10,,,,,,,,,,,,
,3,,4.62242258984757E-15,,,,,,,,,,,,
0.44,0,4,0.079680320650396,37: out,38: 86-->85out,51: out,122: out,123: out,125: out,127: out,,,,,
,1,,0.001705623438541,,,,,,,,,,,,
,2,,0.003445018584116,,,,,,,,,,,,
,3,,2.12209678795772E-06,,,,,,,,,,,,
,4,,1.58520115643728E-08,,,,,,,,,,,,
,5,,5.9923064698358E-15,,,,,,,,,,,,
0.44,0,6,0.016766278614967,,,,,,,,,,,,
,1,,1.11216235644721E-05,,,,,,,,,,,,
,2,,3.03825898419605E-07,,,,,,,,,,,,
,3,,2.85780916016275E-14,,,,,,,,,,,,
0.44,0,4,0.006434694443166,,,,,,,,,,,,
,1,,1.95809933829353E-06,,,,,,,,,,,,
,2,,9.99140449919344E-08,,,,,,,,,,,,
,3,,9.76148500953796E-15,,,,,,,,,,,,
0.45,0,4,0.047742956263694,37: 90-->89,51: out,122: out,123: out,125: out,129: out,,,,,,
,1,,0.000125066554729,,,,,,,,,,,,
,2,,5.45857554358624E-05,,,,,,,,,,,,
,3,,1.55549938328672E-09,,,,,,,,,,,,
,4,,2.59631047087566E-14,,,,,,,,,,,,
0.46,0,5,0.036918402939521,51: out,122: out,123: out,125: out,127: out,129: out,,,,,,
,1,,1.46567596824719E-05,,,,,,,,,,,,
,2,,1.4903961196063E-06,,,,,,,,,,,,
,3,,2.92201692254931E-13,,,,,,,,,,,,
0.47,0,4,0.031825347421265,51: out,122: out,123: out,125: out,127: out,129: out,,,,,,
,1,,1.06120419699499E-05,,,,,,,,,,,,
,2,,9.70888044640069E-07,,,,,,,,,,,,
,3,,8.18834914737887E-14,,,,,,,,,,,,
0.48,0,4,0.027662853406981,51: out,122: out,123: out,125: out,127: out,129: out,,,,,,
,1,,8.37366913650476E-06,51: out,123: out,,,,,,,,,,
,2,,1.77276211972756E-06,51: out,123: out,,,,,,,,,,
,3,,1.97782371669073E-13,51: out,123: out,,,,,,,,,,
0.48,0,4,0.000385314329673,,,,,,,,,,,,
,1,,0.000394977392587,,,,,,,,,,,,
,2,,8.7271305052129E-09,,,,,,,,,,,,
,3,,2.07456574396966E-12,,,,,,,,,,,,
0.49,0,4,0.032634714380325,122: out,125: out,127: out,129: out,131: out,,,,,,,
,1,,1.92457146256081E-05,,,,,,,,,,,,
,2,,2.08264345189919E-06,,,,,,,,,,,,
,3,,2.52614217822038E-13,,,,,,,,,,,,
0.49,0,4,0.153474000706764,,,,,,,,,,,,
,1,,0.010913114799685,121: out,124: out,,,,,,,,,,
,2,,0.006113588615536,121: out,124: out,,,,,,,,,,
,3,,0.000153110955681,,,,,,,,,,,,
,4,,1.5407759508937E-06,,,,,,,,,,,,
,5,,3.90410737492115E-11,,,,,,,,,,,,
0.5,0,6,0.018198835468246,121: out,124: out,127: out,129: out,130: 87-->86,,,,,,,
,1,,1.15488411021848E-05,,,,,,,,,,,,
,2,,2.90784659160249E-07,,,,,,,,,,,,
,3,,2.19733026744972E-14,,,,,,,,,,,,
0.51,0,4,0.018523628572634,121: out,124: out,126: 91-->90,127: out,129: out,,,,,,,
,1,,2.7001540117546E-05,,,,,,,,,,,,
,2,,2.9609439685933E-06,,,,,,,,,,,,
,3,,5.07518984396234E-12,,,,,,,,,,,,
0.52,0,4,0.020877242825215,121: out,124: out,127: out,129: out,131: out,,,,,,,
,1,,4.41877490204169E-05,,,,,,,,,,,,
,2,,1.64048018498171E-05,,,,,,,,,,,,
,3,,3.27930657629974E-10,,,,,,,,,,,,
,4,,1.08850213114582E-14,,,,,,,,,,,,
0.52,0,5,0.011809657566456,,,,,,,,,,,,
,1,,1.06547430519884E-06,,,,,,,,,,,,
,2,,2.93332173259935E-08,,,,,,,,,,,,
,3,,1.30099109399957E-14,,,,,,,,,,,,
0.53,0,4,0.047625334133253,121: out,122: 95-->94out,124: 66-->91out,127: out,129: out,131: out,,,,,,
,1,,0.00051569131155,,,,,,,,,,,,
,2,,0.003571976406916,,,,,,,,,,,,
,3,,8.14749014398316E-06,,,,,,,,,,,,
,4,,1.05577474868107E-06,,,,,,,,,,,,
,5,,9.3949826372541E-13,,,,,,,,,,,,
0.54,0,6,0.13085457034486,37: out,38: out,121: out,122: out,124: out,127: out,129: out,131: out,,,,
,1,,0.000206868730565,,,,,,,,,,,,
,2,,0.009253311295855,,,,,,,,,,,,
,3,,2.03209200670458E-05,,,,,,,,,,,,
,4,,5.85721563151235E-05,,,,,,,,,,,,
,5,,9.63595683181851E-09,,,,,,,,,,,,
,6,,1.49540638812766E-12,,,,,,,,,,,,
0.54,0,7,0.141980621236693,,,,,,,,,,,,
,1,,0.000701172815132,,,,,,,,,,,,
,2,,1.18701418300426E-05,,,,,,,,,,,,
,3,,8.32454550088683E-08,,,,,,,,,,,,
,4,,1.27425299969699E-13,,,,,,,,,,,,
0.54,0,5,0.006956478799674,,,,,,,,,,,,
,1,,3.29478129563502E-06,,,,,,,,,,,,
,2,,4.74944890409572E-09,,,,,,,,,,,,
,3,,1.7622178111647E-14,,,,,,,,,,,,
0.55,0,4,0.339671985862082,37: out,38: out,50: out,121: out,122: out,124: out,126: out,127: 90-->89out,131: 86-->85out,,,
,1,,0.003822466855658,,,,,,,,,,,,
,2,,0.047165881752324,50: out,122: out,,,,,,,,,,
,3,,0.001204966410354,,,,,,,,,,,,
,4,,0.000977333587264,,,,,,,,,,,,
,5,,4.52171221443088E-07,,,,,,,,,,,,
,6,,1.72563903690245E-10,,,,,,,,,,,,
,7,,2.33484725246567E-14,,,,,,,,,,,,
0.55,0,8,0.036329448698186,,,,,,,,,,,,
,1,,0.001193882984829,128: out,,,,,,,,,,,
,2,,0.000839039058807,128: out,,,,,,,,,,,
,3,,8.65794566436259E-07,,,,,,,,,,,,
,4,,3.9914140831445E-10,,,,,,,,,,,,
,5,,1.2962918288812E-14,,,,,,,,,,,,
0.55,0,6,0.007333090947766,,,,,,,,,,,,
,1,,2.58885207181189E-06,,,,,,,,,,,,
,2,,1.5137814215005E-07,,,,,,,,,,,,
,3,,1.04703685225209E-14,,,,,,,,,,,,
0.56,0,4,0.029332349656863,50: out,121: out,122: out,124: out,128: out,,,,,,,
,1,,1.48671770977899E-05,,,,,,,,,,,,
,2,,2.42745383902081E-06,,,,,,,,,,,,
,3,,1.18099463722569E-12,,,,,,,,,,,,
0.57,0,4,0.026445728890868,50: out,121: out,122: out,124: out,126: out,128: out,,,,,,
,1,,1.07033634423366E-05,,,,,,,,,,,,
,2,,1.51367584125524E-06,,,,,,,,,,,,
,3,,3.53142805276021E-13,,,,,,,,,,,,
0.58,0,4,0.023977985805399,50: out,121: out,122: out,124: out,126: out,128: out,,,,,,
,1,,7.5534015843416E-06,50: out,,,,,,,,,,,
,2,,5.95513438615868E-07,50: out,,,,,,,,,,,
,3,,3.228946184381E-14,50: out,,,,,,,,,,,
0.58,0,4,8.04714384505674E-05,,,,,,,,,,,,
,1,,1.5642246079654E-05,,,,,,,,,,,,
,2,,2.14372638101654E-11,,,,,,,,,,,,
0.59,0,3,0.021040485525257,122: out,124: out,126: out,128: out,,,,,,,,
,1,,6.77041550408905E-06,122: out,,,,,,,,,,,
,2,,1.37281998304371E-07,122: out,,,,,,,,,,,
,3,,1.4886206114683E-14,122: out,,,,,,,,,,,
0.59,0,4,0.088606955953529,,,,,,,,,,,,
,1,,0.000115103164039,,,,,,,,,,,,
,2,,0.000623144739097,5: out,,,,,,,,,,,
,3,,2.28784087696817E-07,,,,,,,,,,,,
,4,,7.33099434314672E-09,,,,,,,,,,,,
,5,,1.71424927757213E-14,,,,,,,,,,,,
0.6,0,6,0.027661406059668,5: out,37: out,38: out,124: out,126: out,128: out,,,,,,
,1,,1.20383346636109E-05,,,,,,,,,,,,
,2,,3.20682645107335E-07,,,,,,,,,,,,
,3,,1.5927677130454E-14,,,,,,,,,,,,
0.6,0,4,0.205340127062976,,,,,,,,,,,,
,1,,0.000743192011079,120: out,,,,,,,,,,,
,2,,0.000223045485967,120: out,,,,,,,,,,,
,3,,3.2625079489913E-08,,,,,,,,,,,,
,4,,1.01471928979947E-12,,,,,,,,,,,,
0.61,0,5,0.02238958424028,5: out,21: out,120: out,126: out,128: out,129: 87-->86,,,,,,
,1,,1.21822271684642E-05,,,,,,,,,,,,
,2,,1.49128026440814E-06,,,,,,,,,,,,
,3,,2.83288520348652E-13,,,,,,,,,,,,
0.61,0,4,0.001912134768529,,,,,,,,,,,,
,1,,8.08548638431788E-08,,,,,,,,,,,,
,2,,1.23418069249885E-12,,,,,,,,,,,,
0.62,0,3,0.022723369463886,5: out,21: out,37: out,120: out,125: 91-->90,126: out,128: out,,,,,
,1,,2.9035559559753E-05,,,,,,,,,,,,
,2,,5.93766306793941E-06,,,,,,,,,,,,
,3,,7.82524025699603E-12,,,,,,,,,,,,
0.62,0,4,0.009936083824206,,,,,,,,,,,,
,1,,1.54865835963604E-06,,,,,,,,,,,,
,2,,1.53602931216437E-09,,,,,,,,,,,,
,3,,1.45265751681514E-14,,,,,,,,,,,,
0.63,0,4,0.027459482892798,5: out,21: 66-->91out,37: out,39: out,120: out,121: 95-->94,126: out,128: out,130: out,,,
,1,,0.000307035992052,39: out,,,,,,,,,,,
,2,,9.56254267146927E-05,39: out,,,,,,,,,,,
,3,,1.71809299044944E-08,39: out,,,,,,,,,,,
,4,,8.38810737638805E-12,39: out,,,,,,,,,,,
0.63,0,5,2.14957322623736E-05,,,,,,,,,,,,
,1,,3.6110092644941E-07,,,,,,,,,,,,
,2,,5.002808885602E-14,,,,,,,,,,,,
0.63,0,3,0.012042758029355,,,,,,,,,,,,
,1,,3.63181620149798E-07,,,,,,,,,,,,
,2,,2.08028021320206E-09,,,,,,,,,,,,
,3,,1.21263930939942E-14,,,,,,,,,,,,
0.64,0,4,0.074588509331234,5: out,21: out,37: out,38: out,120: out,121: out,126: out,128: out,130: out,,,
,1,,7.94640150220516E-05,,,,,,,,,,,,
,2,,0.000216843351333,,,,,,,,,,,,
,3,,1.0696196157829E-08,,,,,,,,,,,,
,4,,1.21589839595496E-12,,,,,,,,,,,,
0.65,0,5,0.112936302463283,5: out,21: out,37: out,38: out,120: out,121: out,126: out,130: out,131: out,,,
,1,,0.000179349121432,,,,,,,,,,,,
,2,,0.003825499391242,,,,,,,,,,,,
,3,,7.51863469687936E-06,,,,,,,,,,,,
,4,,1.76330434580241E-06,,,,,,,,,,,,
,5,,8.60273340807984E-12,,,,,,,,,,,,
0.65,0,6,0.035712341605167,,,,,,,,,,,,
,1,,2.4817081911887E-05,,,,,,,,,,,,
,2,,9.89958166131817E-08,,,,,,,,,,,,
,3,,3.02896801224675E-13,,,,,,,,,,,,
0.65,0,4,0.006837160016029,,,,,,,,,,,,
,1,,2.55676010308619E-06,,,,,,,,,,,,
,2,,1.41694965491205E-09,,,,,,,,,,,,
,3,,1.87791827481695E-14,,,,,,,,,,,,
0.66,0,4,0.289260606979524,5: 93-->92out,21: out,37: out,38: 85-->84out,49: out,120: out,121: out,125: out,126: 90-->89out,130: 86-->85out,131: out,135: out
,1,,0.001721814305281,,,,,,,,,,,,
,2,,0.013561208361155,5: out,38: 84-->85,49: out,,,,,,,,,
,3,,1.46780942278515E-05,,,,,,,,,,,,
,4,,9.27017672090966E-07,,,,,,,,,,,,
,5,,2.68736182637689E-13,,,,,,,,,,,,
0.67,0,6,0.024083503671089,5: out,21: out,37: out,38: 85-->84out,49: out,120: out,121: out,135: out,,,,
,1,,2.1188615345368E-05,,,,,,,,,,,,
,2,,5.74394937680869E-06,,,,,,,,,,,,
,3,,4.11287961848308E-12,,,,,,,,,,,,
0.68,0,4,0.024676804726242,5: out,21: out,37: 89-->88out,38: out,49: out,120: out,121: out,125: out,135: out,,,
,1,,8.81338349106147E-06,49: out,,,,,,,,,,,
,2,,1.17221797918802E-06,49: out,,,,,,,,,,,
,3,,7.84697105276939E-14,49: out,,,,,,,,,,,
0.68,0,4,0.079429103846723,,,,,,,,,,,,
,1,,8.46684469166205E-05,,,,,,,,,,,,
,2,,0.000241978464813,43: out,,,,,,,,,,,
,3,,2.55936538736455E-08,,,,,,,,,,,,
,4,,2.5481700286031E-11,,,,,,,,,,,,
0.69,0,5,0.020985453456424,5: 92-->48out,21: out,37: out,38: out,43: out,120: out,121: out,125: out,135: out,,,
,1,,9.00405597609812E-06,,,,,,,,,,,,
,2,,2.33293541439803E-06,,,,,,,,,,,,
,3,,4.77225180741417E-13,,,,,,,,,,,,
0.7,0,4,0.019554654251181,5: out,21: out,37: out,38: out,43: out,121: out,125: out,135: out,,,,
,1,,6.17316375501292E-06,5: out,121: out,,,,,,,,,,
,2,,4.71130380814825E-07,5: out,121: out,,,,,,,,,,
,3,,4.97763075962703E-14,5: out,121: out,,,,,,,,,,
0.7,0,4,0.000241622946533,,,,,,,,,,,,
,1,,0.000102223217681,,,,,,,,,,,,
,2,,1.95363034257757E-09,,,,,,,,,,,,
,3,,1.39221932035177E-13,,,,,,,,,,,,
0.71,0,4,0.025699939722733,21: out,37: out,38: out,43: out,125: out,131: out,135: out,,,,,
,1,,1.15331073406964E-05,37: out,,,,,,,,,,,
,2,,1.89116205138223E-06,37: out,,,,,,,,,,,
,3,,1.04948418852402E-12,37: out,,,,,,,,,,,
0.71,0,4,5.04723724827379E-05,,,,,,,,,,,,
,1,,8.30922062386372E-06,,,,,,,,,,,,
,2,,4.28126733934924E-12,,,,,,,,,,,,
0.72,0,3,0.028050642494175,21: out,38: out,43: out,125: out,128: 87-->86,131: out,135: out,,,,,
,1,,1.7025292209786E-05,,,,,,,,,,,,
,2,,3.81768896278985E-06,,,,,,,,,,,,
,3,,2.39395784050787E-12,,,,,,,,,,,,
0.73,0,4,0.027900125810651,21: out,38: out,43: out,124: 91-->90,125: out,129: out,131: out,135: out,,,,
,1,,2.09143606989762E-05,,,,,,,,,,,,
,2,,2.81659149581953E-06,,,,,,,,,,,,
,3,,7.63466697872953E-13,,,,,,,,,,,,
0.73,0,4,0.023996506674542,,,,,,,,,,,,
,1,,1.05503957562459E-05,,,,,,,,,,,,
,2,,7.10489038611436E-08,,,,,,,,,,,,
,3,,3.70094044187944E-14,,,,,,,,,,,,
0.73,0,4,0.004026635177432,,,,,,,,,,,,
,1,,1.08885977992355E-07,,,,,,,,,,,,
,2,,7.11123901335914E-11,,,,,,,,,,,,
