0.01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,1,0,0,0,0,0,0,0,0,0,-0.000109431901435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,,0,0,0,0,0,0,0,0,0,-0.000289656831676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,,0,0,0,0,0,0,0,0,0,-0.000464410156713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,1,0,0,0,0,0,0,0,0,0,-0.000618844107589,-3.46779717708989E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,,0,0,0,0,0,0,0,0,0,-0.000672476205306,-6.95520627453645E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,,0,0,0,0,0,0,0,0,0,-0.000690521433407,-9.42085316198125E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,,0,0,0,0,0,0,0,0,0,-0.000698353119976,-0.000116095691323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,,0,0,0,0,0,0,0,0,0,-0.000701076617581,-0.000136968662499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18,1,0,0,0,0,0,0,0,0,-3.77659942455344E-05,-0.000697888344845,-0.000166864937904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19,1,0,0,0,0,0,0,0,0,-7.78586720002955E-05,-0.000707936633073,-0.000203551090713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000103175258403,0,0,0,0,0,0,0,0
0.2,,0,0,0,0,0,0,0,0,-0.000100073322732,-0.000733267974562,-0.000242030567929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000334828877185,0,0,0,0,0,0,0,0
0.21,,0,0,0,0,0,0,0,0,-0.000113577477054,-0.000751125974078,-0.000272245944111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000561984020865,0,0,0,0,0,0,0,0
0.22,,0,0,0,0,0,0,0,0,-0.000117158773588,-0.00075696113418,-0.000289567423606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000781133406084,0,0,0,0,0,0,0,0
0.23,,0,0,0,0,0,0,0,0,-0.000111459390623,-0.000739935688304,-0.000283815643039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00098011198303,0,0,0,0,0,0,0,0
0.24,1,0,0,0,0,0,0,0,0,-0.00012337084062,-0.000709529189462,-0.000260747220052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000501457167812,0,0,0,-7.28951878750741E-05,0,0,0,0
0.25,,0,0,0,0,0,0,0,0,-0.0001427464969,-0.000677924060156,-0.000236307275265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000549895879814,0,0,0,-0.000147726355473,0,0,0,0
0.26,,0,0,0,0,0,0,0,0,-0.000163040885737,-0.000652970823075,-0.000219217035761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000581377523827,0,0,0,-0.000204578555953,0,0,0,0
0.27,,0,0,0,0,0,0,0,0,-0.000182498475098,-0.00063748278485,-0.000212184582586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000600227691851,0,0,0,-0.000249415062962,0,0,0,0
0.28,1,0,0,0,0,0,0,0,0,-0.000195516417479,-0.000632247466942,-0.000218799142599,0,0,0,0,0,0,0,0,0,0,0,0,-2.01014815539242E-05,0,0,0,-0.000609437264018,0,0,0,-0.000292135318967,0,0,0,0
0.29,1,0,0,0,0,0,0,0,0,-0.000195714312373,-0.000643524585621,-0.000252445091795,0,0,0,0,0,0,0,0,0,0,0,0,-8.53248993861191E-05,0,0,-0.000112298747637,-0.000613812814125,0,0,0,-0.000348379267084,0,0,0,0
0.3,,0,0,0,0,0,0,0,0,-0.000199657393305,-0.000664976448472,-0.000301431629168,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001245437543,0,0,-0.000326654817819,-0.000616730604003,0,0,0,-0.000397372756244,0,0,0,0
