time,nfev,nact,nhooked,trials,try_last
0.0,1,0,0,0,0
0.01,1,0,0,0,0
0.02,1,0,0,0,0
0.03,1,0,0,0,0
0.04,1,0,0,0,0
0.05,2,2,0,1,1
0.060000000000000005,52,2,2,0,52
0.07,35,2,2,0,35
0.08,69,4,2,1,35
0.09,144,4,4,0,144
0.09999999999999999,77,4,4,0,77
0.10999999999999999,81,4,4,0,81
0.11999999999999998,79,4,4,0,79
0.12999999999999998,163,5,4,1,81
0.13999999999999999,290,6,5,1,127
0.15,219,6,6,0,219
0.16,389,7,6,1,232
0.17,251,7,7,0,251
0.18000000000000002,440,8,7,1,266
0.19000000000000003,369,8,8,0,369
0.20000000000000004,1030,9,8,1,319
0.21000000000000005,1410,10,9,1,705
0.22000000000000006,1624,10,9,2,25
0.23000000000000007,3346,11,10,1,1673
0.24000000000000007,4653,7,7,1,1932
0.25000000000000006,1901,7,7,0,1901
0.26000000000000006,3684,8,7,1,1785
0.2700000000000001,1887,8,8,0,1887
0.2800000000000001,9270,9,9,3,2747
0.2900000000000001,4756,10,9,1,2378
0.3000000000000001,6216,10,9,2,1842
0.3100000000000001,4992,11,10,1,2496
0.3200000000000001,17467,10,10,8,2388
0.3300000000000001,4834,11,10,1,2417
0.34000000000000014,5698,12,11,1,2849
0.35000000000000014,5057,13,9,2,1007
