accuracy,loss,mae,val_accuracy,val_loss,val_mae
0.0,0.04182525724172592,0.11391974240541458,0.0,0.0056925672106444836,0.060212038457393646
0.0,0.004736748524010181,0.05321662873029709,0.0,0.003604771802201867,0.04654912278056145
0.0,0.003574516624212265,0.046058475971221924,0.0,0.003449456300586462,0.04574747383594513
0.0,0.003213802818208933,0.043861255049705505,0.0,0.0028406886849552393,0.0421777218580246
0.0,0.002789425663650036,0.040688320994377136,0.0,0.003640581853687763,0.04809579625725746
0.0,0.0026846376713365316,0.03995005041360855,0.0,0.002406776649877429,0.03826221451163292
0.0,0.0023239804431796074,0.0371871255338192,0.0,0.002027536276727915,0.034630872309207916
0.0,0.002298834500834346,0.036977626383304596,0.0,0.0018751862226054072,0.0332525409758091
0.0,0.0021332481410354376,0.035564348101615906,0.0,0.002392067341133952,0.03851122781634331
0.0,0.0019822006579488516,0.03421105816960335,0.0,0.0018516943091526628,0.03328428044915199
0.0,0.0019399292068555951,0.03391208127140999,0.0,0.0015549743548035622,0.02983083203434944
0.0,0.0018455003155395389,0.03310319036245346,0.0,0.001564497477374971,0.030992595478892326
0.0,0.001698312466032803,0.03176402300596237,0.0,0.002006919588893652,0.036018650978803635
0.0,0.001645744894631207,0.03127642720937729,0.0,0.001678610686212778,0.03205421566963196
0.0,0.0015040661673992872,0.029686784371733665,0.0,0.0019661046098917723,0.03573289513587952
0.0,0.0015443360898643732,0.0303183700889349,0.0,0.0014659655280411243,0.02991299517452717
0.0,0.0014603881863877177,0.02933771163225174,0.0,0.001527067506685853,0.03058173693716526
0.0,0.0014040773967280984,0.02883223444223404,0.0,0.0016230476321652532,0.03181178867816925
0.0,0.0013859044993296266,0.028625814244151115,0.0,0.001244009705260396,0.027444060891866684
0.0,0.0013110492145642638,0.027790578082203865,0.0,0.0009645756799727678,0.02358667179942131
0.0,0.001331548672169447,0.027951212599873543,0.0,0.0011672605760395527,0.025874311104416847
0.0,0.0012596248416230083,0.02725350484251976,0.0,0.00118647504132241,0.02711617574095726
0.0,0.0012373067438602448,0.026953089982271194,0.0,0.0007661874406039715,0.02040703408420086
0.0,0.0012535153655335307,0.027002915740013123,0.0,0.0008888226584531367,0.022197559475898743
0.0,0.0011915044160559773,0.02637849934399128,0.0,0.000996056362055242,0.024401385337114334
0.0,0.0011756002204492688,0.02617306262254715,0.0,0.0011367409024387598,0.02620730735361576
0.0,0.0011144127929583192,0.025498948991298676,0.0,0.0010137180797755718,0.024286653846502304
0.0,0.0011321590282022953,0.02568473480641842,0.0,0.0010166511638090014,0.024310629814863205
0.0,0.0011417755158618093,0.025900283828377724,0.0,0.0010921189095824957,0.02538103237748146
0.0,0.001125684124417603,0.02563702128827572,0.0,0.0013231629272922873,0.029033878818154335
0.0,0.0010919800261035562,0.025223087519407272,0.0,0.0008322812500409782,0.021684939041733742
0.0,0.0011343159712851048,0.02572690136730671,0.0,0.0010080180363729596,0.024538448080420494
0.0,0.0010995764750987291,0.025240765884518623,0.0,0.0009614817681722343,0.023516802117228508
0.0,0.0010254568187519908,0.02436504140496254,0.0,0.000824263843242079,0.02174178510904312
0.0,0.0009967703372240067,0.024026386439800262,0.0,0.0009718325454741716,0.023201044648885727
0.0,0.0010969898430630565,0.025074131786823273,0.0,0.0010976976482197642,0.025940267369151115
0.0,0.0010304845636710525,0.024458492174744606,0.0,0.0007988088182173669,0.021297918632626534
0.0,0.0010177361546084285,0.02428196556866169,0.0,0.0009318064549006522,0.02337019331753254
0.0,0.0009815809316933155,0.02383081428706646,0.0,0.000695667986292392,0.01945555955171585
0.0,0.0009862538427114487,0.023768017068505287,0.0,0.0007225396111607552,0.020165344700217247
0.0,0.001012588618323207,0.02414626255631447,0.0,0.0017183654708787799,0.034065283834934235
0.0,0.0009705398115329444,0.02359841577708721,0.0,0.0009283220279030502,0.023257557302713394
0.0,0.000995776616036892,0.02400556392967701,0.0,0.0007670737104490399,0.02060198411345482
0.0,0.0009093362605199218,0.022814569994807243,0.0,0.00103737972676754,0.024461224675178528
0.0,0.0009153173887170851,0.02296222746372223,0.0,0.0006881739827804267,0.019601019099354744
0.0,0.0009187609539367259,0.02285612002015114,0.0,0.0008457873482257128,0.022402280941605568
0.0,0.0009328527376055717,0.02306479960680008,0.0,0.0007144866976886988,0.019740894436836243
0.0,0.0009384336299262941,0.023189783096313477,0.0,0.0008986156899482012,0.02242162823677063
0.0,0.0008679118473082781,0.022323638200759888,0.0,0.000985812395811081,0.02385788969695568
0.0,0.0009243215899914503,0.0230662003159523,0.0,0.0009743158589117229,0.024060212075710297
