0.01,0,4.26854698969558E-18,,,,,,,,,,,,,,,,,,,,,,,
0.02,0,3.44207711986345E-18,,,,,,,,,,,,,,,,,,,,,,,
0.03,0,4.83061535849018E-18,,,,,,,,,,,,,,,,,,,,,,,
0.04,0,1.17169974990887E-17,,,,,,,,,,,,,,,,,,,,,,,
0.04,0,0.002891203704493,,,,,,,,,,,,,,,,,,,,,,,
,1,6.71548456036807E-07,,,,,,,,,,,,,,,,,,,,,,,
,2,6.29386686570316E-09,,,,,,,,,,,,,,,,,,,,,,,
,3,3.79455383868179E-16,,,,,,,,,,,,,,,,,,,,,,,
0.05,0,0.000332207860305,,,,,,,,,,,,,,,,,,,,,,,
,1,1.08291104854974E-06,,,,,,,,,,,,,,,,,,,,,,,
,2,8.86136301308422E-10,,,,,,,,,,,,,,,,,,,,,,,
,3,1.08404662292283E-15,,,,,,,,,,,,,,,,,,,,,,,
0.05,0,0.029125990834959,,,,,,,,,,,,,,,,,,,,,,,
,1,9.15519155119887E-05,,,,,,,,,,,,,,,,,,,,,,,
,2,6.62365597201223E-05,,,,,,,,,,,,,,,,,,,,,,,
,3,1.53990039339101E-10,,,,,,,,,,,,,,,,,,,,,,,
,4,3.38284407542271E-15,,,,,,,,,,,,,,,,,,,,,,,
0.06,0,0.000711827883941,139: out,,,,,,,,,,,,,,,,,,,,,,
,1,2.13612644678713E-06,,,,,,,,,,,,,,,,,,,,,,,
,2,6.18543390905119E-09,,,,,,,,,,,,,,,,,,,,,,,
,3,2.37806231231432E-15,,,,,,,,,,,,,,,,,,,,,,,
0.07,0,0.000868312340724,,,,,,,,,,,,,,,,,,,,,,,
,1,3.21548967728151E-06,,,,,,,,,,,,,,,,,,,,,,,
,2,1.83272336315512E-08,,,,,,,,,,,,,,,,,,,,,,,
,3,2.06624092441072E-15,,,,,,,,,,,,,,,,,,,,,,,
0.07,0,0.122284637511639,,,,,,,,,,,,,,,,,,,,,,,
,1,0.000169979536994,,,,,,,,,,,,,,,,,,,,,,,
,2,0.000107982046582,,,,,,,,,,,,,,,,,,,,,,,
,3,6.84362403956183E-11,,,,,,,,,,,,,,,,,,,,,,,
0.08,0,0.000716346729251,,,,,,,,,,,,,,,,,,,,,,,
,1,4.92781095750269E-06,,,,,,,,,,,,,,,,,,,,,,,
,2,3.10458378456092E-08,,,,,,,,,,,,,,,,,,,,,,,
,3,1.21307416495496E-14,,,,,,,,,,,,,,,,,,,,,,,
0.09,0,0.000788168900235,143: 42-->46,,,,,,,,,,,,,,,,,,,,,,
,1,1.30453171749086E-06,,,,,,,,,,,,,,,,,,,,,,,
,2,1.08258091980299E-09,,,,,,,,,,,,,,,,,,,,,,,
,3,5.9002677961788E-15,,,,,,,,,,,,,,,,,,,,,,,
0.1,0,0.000694222783861,,,,,,,,,,,,,,,,,,,,,,,
,1,2.23041136050802E-06,,,,,,,,,,,,,,,,,,,,,,,
,2,8.1713985796067E-09,,,,,,,,,,,,,,,,,,,,,,,
,3,7.47916005437004E-15,,,,,,,,,,,,,,,,,,,,,,,
0.1,0,0.11064990873245,,,,,,,,,,,,,,,,,,,,,,,
,1,0.000298579990504,,,,,,,,,,,,,,,,,,,,,,,
,2,0.000226615844045,,,,,,,,,,,,,,,,,,,,,,,
,3,3.53286367369697E-08,,,,,,,,,,,,,,,,,,,,,,,
,4,7.65974454909208E-12,,,,,,,,,,,,,,,,,,,,,,,
0.11,0,0.000686552137925,,,,,,,,,,,,,,,,,,,,,,,
,1,1.82446836955114E-06,,,,,,,,,,,,,,,,,,,,,,,
,2,7.08987334606108E-09,,,,,,,,,,,,,,,,,,,,,,,
,3,6.64122356165703E-15,,,,,,,,,,,,,,,,,,,,,,,
0.11,0,0.051705133553191,,,,,,,,,,,,,,,,,,,,,,,
,1,6.36447412188626E-05,,,,,,,,,,,,,,,,,,,,,,,
,2,4.67158104089447E-06,,,,,,,,,,,,,,,,,,,,,,,
,3,8.78264201749026E-11,,,,,,,,,,,,,,,,,,,,,,,
0.12,0,0.00031490685723,,,,,,,,,,,,,,,,,,,,,,,
,1,4.9301823096581E-07,,,,,,,,,,,,,,,,,,,,,,,
,2,3.61097800594265E-10,,,,,,,,,,,,,,,,,,,,,,,
,3,2.82000108127949E-15,,,,,,,,,,,,,,,,,,,,,,,
0.12,0,0.09044293462757,,,,,,,,,,,,,,,,,,,,,,,
,1,0.012075553890078,139: out,143: 46-->42,144: out,148: out,149: out,,,,,,,,,,,,,,,,,,
,2,0.005420865478011,143: 42-->46,144: out,148: out,,,,,,,,,,,,,,,,,,,,
,3,0.000608904872241,144: out,,,,,,,,,,,,,,,,,,,,,,
,4,1.94876124506808E-05,,,,,,,,,,,,,,,,,,,,,,,
,5,2.96150330480734E-08,,,,,,,,,,,,,,,,,,,,,,,
,6,6.60985949338457E-14,,,,,,,,,,,,,,,,,,,,,,,
0.13,0,0.000268603724507,,,,,,,,,,,,,,,,,,,,,,,
,1,6.28342761092599E-07,,,,,,,,,,,,,,,,,,,,,,,
,2,1.95003369141934E-10,,,,,,,,,,,,,,,,,,,,,,,
,3,5.71942489431414E-15,,,,,,,,,,,,,,,,,,,,,,,
