0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4483e-06,9.805e-10,-1.1681e-08,-1.4481e-06,-1.8574e-13,-5.7358e-13,-1.4481e-06,-2.9625e-13,1.0493e-13,-1.4481e-06,5.8859e-14,-1.1911e-12,0,0,0,-2.5354e-15,-4.583e-14,-1.1517e-13,2.649e-16,-1.2912e-13,7.3474e-14,5.1924e-16,-8.2249e-14,7.7809e-13,2.2881e-16,-2.9864e-14,-3.559e-13,-7.2404e-07,1.2541e-06,1.7309e-09,8.3182e-14,-1.2549e-06,8.3859e-15,7.1164e-14,-8.6518e-14,-2.4501e-13,-4.1382e-14,-1.0445e-13,-5.8871e-14,-4.2148e-14,-5.5852e-14,1.2102e-13,-2.7682e-14,-1.6245e-14,-1.3316e-14,7.8728e-14,-1.2542e-06,2.6123e-13,7.3269e-14,-1.6852e-13,-1.5264e-13,-4.2497e-14,8.9773e-14,-7.0099e-14,-4.3477e-14,-1.0048e-14,-1.4837e-13,-2.7026e-14,1.6285e-14,2.8508e-14,2.225e-13,-8.0065e-14,-5.5711e-14,-2.1144e-13,-1.2881e-14,1.0748e-12,4.2723e-14,3.3145e-14,1.3294e-12,-5.9571e-14,-5.8015e-15,9.709e-13,7.2404e-07,1.2541e-06,1.5615e-09,2.2481e-13,1.3154e-13,-3.8124e-13,-2.0545e-13,7.5398e-14,-8.0629e-13,4.6193e-14,-5.365e-14,-2.6219e-13,-5.939e-14,5.4305e-15,-1.0175e-12,-7.2405e-07,1.2541e-06,1.0199e-09,-4.2286e-15,-1.2541e-06,2.0293e-13,5.4155e-14,2.2638e-13,4.2309e-13,3.1265e-14,-6.3823e-14,3.9312e-15,-6.2105e-14,2.657e-15,5.9256e-13,-2.4115e-14,-1.4342e-14,-2.1858e-13,-2.5587e-15,-1.2541e-06,-1.7777e-13,5.8844e-14,3.1548e-14,-5.713e-13,3.0572e-14,8.1467e-14,-6.4491e-13,-5.8226e-14,6.3315e-14,-9.2495e-13,-2.6008e-14,1.3692e-14,2.1672e-13,-1.1033e-16,-2.1489e-15,2.2213e-14,-2.6873e-15,6.1331e-14,4.3747e-13,-1.6164e-15,9.8091e-14,3.4719e-13,-1.0014e-15,2.9327e-14,4.4882e-13,7.2405e-07,1.2541e-06,6.8833e-10,-7.7353e-17,4.4988e-16,9.0989e-14,2.9535e-15,5.3449e-16,-6.2314e-13,-5.8166e-17,-7.4357e-16,-2.9676e-14,1.0222e-15,1.5169e-16,2.0398e-13,0,0,0,7.2411e-07,-1.2542e-06,1.2507e-09,1.4482e-06,7.1488e-11,2.2875e-09,1.4481e-06,8.8544e-11,1.7417e-09,1.4481e-06,3.1464e-11,1.0532e-09,7.2405e-07,1.2541e-06,3.4838e-10
-8.2885e-06,-9.1784e-09,-1.4414e-07,-8.2867e-06,5.4706e-13,-4.4506e-12,-8.2865e-06,-3.514e-13,5.8489e-12,-8.2867e-06,2.0957e-13,-1.7881e-12,0,0,0,-1.9274e-15,-4.2464e-13,2.4746e-13,-1.448e-14,-5.9365e-14,3.6521e-12,-1.3676e-14,-4.0219e-13,6.7421e-12,2.393e-15,1.6062e-13,-6.2328e-12,-4.1435e-06,7.1771e-06,2.4364e-08,2.0563e-09,-7.1709e-06,-2.1187e-08,-3.3162e-13,-2.1346e-13,-2.0786e-12,2.4744e-13,-2.8198e-13,1.093e-11,-4.2241e-13,-9.3832e-14,-6.4894e-12,1.1119e-13,6.8365e-14,-1.2774e-12,7.6208e-13,-7.1748e-06,-4.7607e-13,-2.7786e-13,3.5236e-14,-8.1544e-12,2.8743e-13,-4.1157e-13,-8.041e-13,-4.5512e-13,-2.5079e-13,3.465e-12,1.1948e-13,-6.6021e-14,-1.2443e-12,1.7209e-13,2.8865e-13,5.2864e-12,3.4777e-13,-3.6776e-13,-5.419e-12,-2.5223e-13,-1.3871e-13,3.5626e-12,-2.8488e-13,-2.664e-13,-1.1754e-11,4.1438e-06,7.1771e-06,2.2001e-08,1.738e-13,-3.7801e-15,5.6625e-12,3.5157e-13,9.6662e-14,-2.1562e-12,-2.3027e-13,5.3426e-13,-5.2944e-12,-2.9855e-13,-3.0932e-13,-3.754e-12,-4.1429e-06,7.1762e-06,1.4388e-08,1.8763e-13,-7.176e-06,2.5115e-12,2.0418e-13,2.5849e-14,-3.5126e-12,-3.3879e-13,4.4236e-13,6.531e-12,4.3349e-13,7.3421e-14,1.1399e-11,-4.4039e-13,-2.8196e-13,1.1528e-11,2.145e-13,-7.1759e-06,-3.4451e-13,2.7492e-13,2.4606e-13,-1.5411e-11,-3.0177e-13,1.6269e-13,-2.9558e-12,4.6319e-13,2.5362e-13,1.1821e-12,-4.2794e-13,2.7119e-13,-1.5228e-11,-5.23e-14,1.0522e-13,8.2697e-12,2.4258e-14,3.5062e-13,-6.3261e-12,-2.7312e-14,-3.5258e-14,6.7506e-12,1.6221e-15,4.9208e-13,2.1408e-12,4.1434e-06,7.1763e-06,9.7259e-09,4.1085e-14,-2.8082e-15,-7.2868e-12,2.8177e-14,2.5606e-15,-5.8501e-12,1.0807e-15,-6.7302e-15,-6.7692e-13,3.0106e-15,-6.1744e-15,-3.29e-12,0,0,0,4.143e-06,-7.1758e-06,1.7813e-08,8.2862e-06,-3.9156e-10,3.2537e-08,8.2865e-06,-3.1955e-10,2.47e-08,8.2866e-06,4.6388e-10,1.4902e-08,4.1432e-06,7.176e-06,4.9259e-09
-2.1441e-05,-4.5506e-08,-4.9131e-07,-2.1482e-05,-6.2977e-14,3.1036e-13,-2.1485e-05,1.9609e-13,-1.2381e-12,-2.1485e-05,-4.8757e-14,2.7196e-12,0,0,0,-9.4098e-16,2.1298e-15,1.5351e-14,5.5502e-15,3.7905e-15,3.5053e-13,-3.9472e-14,8.3759e-14,7.0016e-13,-6.9109e-14,-1.1207e-15,3.0587e-12,-1.0743e-05,1.8608e-05,1.0447e-07,-7.0543e-08,-1.8554e-05,-2.2385e-07,2.8132e-14,-5.0037e-14,5.6225e-14,-1.1707e-13,3.9597e-15,1.0069e-12,-1.3691e-16,5.464e-14,1.7655e-12,7.6628e-14,6.8232e-14,1.2204e-12,1.6745e-14,-1.8621e-05,-9.7118e-14,5.712e-14,-5.378e-14,-3.796e-13,-7.007e-14,-7.5883e-14,-2.3678e-12,3.2003e-14,2.5302e-14,-1.6955e-12,3.9988e-14,-3.5159e-14,-3.4776e-13,7.1822e-14,-2.0375e-14,-1.1792e-13,2.9433e-14,-6.5524e-15,-1.2024e-12,-8.2105e-14,-5.46e-14,-2.288e-12,3.6109e-14,-5.6869e-14,1.138e-12,1.0743e-05,1.8609e-05,9.4449e-08,1.6545e-14,-6.9998e-14,1.1773e-12,-3.6877e-14,-1.5414e-14,2.3281e-12,-1.2936e-13,5.1574e-14,-5.3197e-13,8.6271e-14,-1.1358e-13,-3.066e-12,-1.0742e-05,1.8608e-05,6.1959e-08,1.348e-13,-1.8609e-05,3.4697e-13,-6.7453e-14,1.3778e-14,-2.1122e-13,-5.9025e-14,1.1199e-13,-1.1285e-12,1.751e-13,-2.7972e-14,-3.7522e-12,-6.7934e-14,5.3841e-15,-4.015e-12,9.444e-14,-1.8612e-05,2.626e-12,2.6267e-14,5.5678e-14,-2.7882e-12,-1.3254e-13,-1.4889e-14,7.9929e-13,1.1203e-13,1.0909e-14,1.4509e-13,-7.133e-14,4.2578e-14,-2.6848e-12,-4.8292e-14,8.4859e-14,2.018e-12,-3.399e-14,2.0567e-14,3.5462e-13,-9.2689e-16,-7.9525e-14,7.2922e-13,-1.945e-14,6.0045e-14,3.5864e-12,1.0743e-05,1.8608e-05,4.1904e-08,6.3811e-14,-2.5046e-14,-2.0947e-12,-1.1606e-14,-1.3022e-14,1.1612e-12,3.3724e-14,8.3571e-15,-1.8062e-12,2.5952e-14,7.735e-15,-5.5236e-13,0,0,0,1.0749e-05,-1.8616e-05,7.7784e-08,2.1496e-05,7.3222e-09,1.4178e-07,2.1491e-05,9.5797e-09,1.0716e-07,2.1486e-05,5.0916e-09,6.4412e-08,1.0742e-05,1.8605e-05,2.1249e-08
-4.1307e-05,-8.9228e-08,-1.0083e-06,-4.1347e-05,-9.6501e-14,2.1148e-12,-4.1351e-05,1.7895e-14,3.4175e-12,-4.1352e-05,-4.704e-14,8.2634e-13,0,0,0,1.3734e-08,2.3805e-08,-2.8326e-07,4.1661e-16,-1.1522e-13,3.7842e-12,-7.4167e-16,-6.0868e-15,6.5643e-13,2.6421e-15,2.9615e-14,-3.7366e-12,-2.0677e-05,3.5818e-05,2.8493e-07,-1.2682e-07,-3.5745e-05,-6.6113e-07,2.6689e-14,-1.8497e-14,1.6234e-15,-5.5063e-14,-3.2959e-14,1.4854e-12,2.8029e-14,2.4438e-14,-2.8691e-12,-1.0725e-14,-1.7854e-14,5.7157e-13,5.7762e-14,-3.5843e-05,-1.9299e-12,9.9791e-14,-8.7763e-14,-3.7801e-12,-3.6183e-14,-1.3803e-13,1.3603e-13,4.9784e-15,-9.6014e-14,2.7277e-12,-1.5304e-14,-5.5426e-15,2.0757e-12,5.6783e-14,-9.3656e-14,3.5208e-12,6.9694e-14,-3.9449e-14,-5.4524e-12,-4.4204e-14,-8.413e-14,-4.2681e-12,-4.5238e-14,1.4294e-14,-5.5843e-12,2.068e-05,3.582e-05,2.5764e-07,2.0509e-13,-3.3774e-14,-4.9449e-12,9.9828e-14,6.0914e-14,-7.67e-12,-7.2749e-14,5.3991e-14,-4.8083e-13,-8.0692e-14,-5.7934e-14,4.8072e-12,-2.0672e-05,3.5813e-05,1.6904e-07,2.0469e-13,-3.5816e-05,-1.4459e-12,1.2028e-15,1.5563e-14,1.8045e-12,-1.2119e-13,5.4968e-15,7.5848e-12,-1.54e-15,6.4076e-15,1.4278e-12,-6.5503e-14,-5.0072e-14,3.93e-12,2.0707e-13,-3.5825e-05,-1.8915e-12,9.2095e-14,1.2859e-13,-6.8769e-12,-3.1934e-14,9.9781e-14,-2.524e-12,-1.2545e-14,5.0176e-14,4.5575e-12,-5.1371e-14,3.612e-14,-6.9739e-13,-5.2101e-14,1.0114e-13,4.9836e-12,-4.2177e-14,1.145e-13,4.8759e-12,-5.7413e-14,3.5983e-14,8.926e-12,-1.6054e-14,5.5119e-14,3.3445e-12,2.0678e-05,3.5813e-05,1.1435e-07,7.1073e-15,-1.0306e-15,-7.4075e-13,-1.2449e-14,2.3225e-15,1.494e-12,-5.5131e-15,-1.8758e-15,2.1299e-12,1.7856e-14,1.083e-15,-3.7444e-12,0,0,0,2.0692e-05,-3.5835e-05,2.1267e-07,4.1378e-05,1.8875e-08,3.8753e-07,4.1366e-05,2.5702e-08,2.9272e-07,4.1352e-05,1.6986e-08,1.7584e-07,2.0674e-05,3.5803e-05,5.7994e-08
-6.8415e-05,-5.856e-08,-1.6626e-06,-6.8165e-05,1.9896e-12,-7.7262e-12,-6.8151e-05,-2.1103e-12,8.1368e-12,-6.8159e-05,-9.7557e-13,8.2894e-12,0,0,0,5.4477e-08,9.4343e-08,-1.1235e-06,3.5813e-14,-2.6041e-12,4.2354e-14,-2.6677e-14,-2.8787e-12,8.5092e-12,-8.9285e-15,-7.1911e-13,-3.7921e-12,-3.4084e-05,5.9057e-05,6.1092e-07,1.3564e-07,-5.9172e-05,-1.3975e-06,-4.615e-13,-2.7439e-12,-4.6227e-12,-4.9886e-14,-2.6982e-12,3.9367e-12,-1.5868e-12,-1.5157e-12,-7.8776e-12,-6.0599e-13,-3.2816e-13,-3.3703e-12,5.3431e-12,-5.9017e-05,4.056e-12,-4.6342e-13,2.6228e-12,5.1045e-13,2.5895e-13,-7.7676e-13,-2.195e-11,-1.6931e-12,8.2032e-13,2.1039e-12,-6.4603e-13,1.599e-13,1.4178e-11,6.5598e-13,3.2181e-12,-6.6516e-12,2.9145e-12,1.5958e-13,1.1505e-11,-2.7479e-12,2.3968e-13,-8.1947e-13,-7.0461e-13,4.7589e-13,-6.0246e-12,3.41e-05,5.9057e-05,5.5237e-07,-2.6478e-13,-8.4205e-13,1.2147e-11,3.0579e-12,1.2643e-12,3.6162e-12,-2.5069e-12,1.4567e-12,-9.6455e-12,-7.051e-13,1.4418e-13,-8.6746e-12,-3.4057e-05,5.9018e-05,3.6225e-07,1.8307e-12,-5.9015e-05,-6.6786e-12,-9.2707e-14,-5.5833e-13,3.308e-12,2.1501e-13,2.8772e-12,2.9755e-12,-8.1514e-13,-2.5082e-13,2.2714e-11,-2.8571e-13,-9.2664e-14,-9.3025e-12,1.7533e-12,-5.9023e-05,-5.5599e-12,-3.4119e-13,8.6345e-13,1.0141e-11,1.7992e-13,8.5217e-13,2.2208e-12,-5.6998e-13,6.8133e-13,-2.5569e-12,-3.2787e-13,1.334e-13,5.2218e-12,1.6758e-13,9.5154e-13,-2.8617e-12,1.3623e-13,8.8004e-13,-4.615e-12,2.3887e-13,1.2229e-12,-2.0021e-11,8.8827e-14,4.8024e-13,-1.923e-11,3.4082e-05,5.9021e-05,2.4505e-07,-3.2751e-13,1.4908e-14,1.3805e-11,-1.5932e-13,5.1111e-16,6.0798e-12,-6.2863e-14,1.4516e-15,5.4081e-13,-2.6663e-14,-1.5567e-14,-1.3263e-13,0,0,0,3.4089e-05,-5.9034e-05,4.5527e-07,6.8177e-05,1.2884e-08,8.2975e-07,6.817e-05,2.4411e-08,6.2698e-07,6.8152e-05,3.7985e-08,3.7677e-07,3.4071e-05,5.8997e-05,1.2427e-07
-0.00010254,-8.9985e-08,-2.4922e-06,-0.00010201,-2.8166e-12,2.1674e-12,-0.00010198,-4.8852e-12,1.41e-11,-0.000102,-1.7601e-12,5.6646e-12,0,0,0,1.2797e-07,2.2162e-07,-2.6391e-06,-1.5126e-14,-2.867e-12,-7.0487e-12,7.2502e-14,-3.4685e-12,2.4332e-13,2.7865e-14,-1.0677e-12,1.1634e-11,-5.1008e-05,8.8395e-05,1.1256e-06,2.5007e-07,-8.8678e-05,-2.5764e-06,-2.7758e-13,-3.1485e-12,9.5649e-13,5.1941e-13,-2.6553e-12,-1.6831e-11,-2.2109e-12,-2.0758e-12,1.9745e-12,-7.6325e-13,-6.5706e-13,1.3253e-11,5.9647e-12,-8.8331e-05,-1.2232e-12,-4.86e-13,8.6385e-13,1.2216e-12,2.7037e-13,-1.4593e-12,2.5607e-12,-2.1007e-12,5.3683e-13,-1.1036e-11,-7.3221e-13,4.836e-13,-4.4694e-12,1.4835e-12,1.9577e-12,8.0859e-12,2.2169e-12,-2.8661e-14,-9.6384e-12,-2.2242e-12,3.232e-13,-4.3567e-12,-1.5501e-12,-7.7796e-15,-3.9029e-12,5.1042e-05,8.8397e-05,1.0177e-06,2.2737e-12,-7.2964e-14,-3.3372e-12,1.8137e-12,1.8944e-12,3.0708e-12,-2.4782e-12,4.6468e-13,6.4387e-12,-1.5283e-12,8.3296e-13,-5.1533e-12,-5.0948e-05,8.8312e-05,6.6728e-07,2.0737e-12,-8.8308e-05,3.6419e-12,-7.0635e-14,7.1983e-13,9.0021e-12,9.9901e-13,2.6065e-12,-2.5832e-12,-2.0571e-12,5.5135e-13,-5.9617e-12,-1.008e-13,8.3394e-14,-1.1539e-11,2.447e-12,-8.833e-05,-7.9449e-12,-7.9703e-14,1.2709e-12,1.0154e-11,1.1037e-12,2.03e-12,-7.4058e-12,-2.1212e-12,1.3052e-12,-3.3301e-12,2.0979e-15,1.5025e-13,-1.8507e-11,-2.7001e-13,1.1679e-12,8.0383e-12,-1.1214e-13,1.4166e-12,4.7808e-12,-6.9652e-14,2.5038e-12,1.0095e-12,4.2092e-14,1.2693e-13,-3.4753e-12,5.1003e-05,8.8317e-05,4.5143e-07,1.9781e-13,1.9645e-14,-4.3656e-12,1.5552e-13,5.8172e-15,-5.1144e-12,8.3933e-14,-1.2395e-14,-4.8889e-12,-2.2762e-14,-1.3468e-14,3.5157e-12,0,0,0,5.1027e-05,-8.8357e-05,8.3885e-07,0.00010205,3.7029e-08,1.5288e-06,0.00010202,6.4175e-08,1.1551e-06,0.00010198,8.642e-08,6.9408e-07,5.0979e-05,8.8263e-05,2.289e-07
-0.00014376,-1.5438e-07,-3.4965e-06,-0.00014285,-3.1779e-12,1.2685e-11,-0.00014279,-2.3457e-12,6.7257e-14,-0.00014282,5.4693e-13,3.0617e-12,0,0,0,2.4408e-07,4.2274e-07,-5.0334e-06,7.0241e-15,-7.2414e-13,-3.2345e-12,-2.5126e-15,-1.2228e-12,1.0159e-12,-4.6845e-15,-2.3762e-13,6.4848e-12,-7.1431e-05,0.00012381,1.8724e-06,3.3147e-07,-0.00012432,-4.2929e-06,7.9181e-13,-6.4864e-13,6.8104e-14,1.5781e-13,-1.226e-12,6.2968e-12,-1.1349e-12,-8.9587e-13,1.0048e-11,-1.0295e-13,-1.4036e-13,4.7013e-12,1.4334e-12,-0.00012373,-2.3458e-11,5.8954e-13,-1.8372e-13,3.3151e-12,2.4469e-14,1.7862e-13,1.7824e-11,-1.1291e-12,-7.5698e-14,1.4342e-11,-9.6504e-14,1.0385e-13,-4.563e-12,1.1337e-12,-4.2833e-14,-1.6386e-11,3.4912e-13,9.0946e-13,-1.8592e-11,1.7256e-14,9.4929e-13,-5.0243e-12,-4.0977e-13,-2.2352e-13,3.9154e-12,7.1492e-05,0.00012381,1.6931e-06,6.1071e-13,7.7812e-13,-1.9609e-12,-2.868e-13,3.7374e-13,7.9694e-12,1.2481e-13,6.2156e-13,-1.4881e-11,-4.0295e-13,3.1457e-13,4.8884e-12,-7.1318e-05,0.00012366,1.1098e-06,-7.1094e-13,-0.00012365,-7.9951e-12,7.8003e-13,8.9429e-13,-9.9949e-12,-2.0387e-13,3.3969e-13,8.9328e-12,-5.2978e-14,5.5429e-13,-1.2033e-12,8.2342e-14,1.2279e-14,6.9733e-12,-1.0502e-12,-0.0001237,2.1568e-12,1.6574e-13,-2.8419e-13,1.1869e-11,1.9585e-13,1.0236e-13,-1.3473e-11,-1.3854e-14,-1.7723e-14,-2.2008e-12,1.2332e-13,7.6057e-14,-1.4839e-11,2.138e-13,-5.6476e-13,-1.2939e-11,1.9538e-13,1.015e-13,-1.0012e-11,1.8973e-14,-4.2761e-15,-9.4177e-13,-8.706e-14,-1.3905e-13,1.1766e-11,7.1422e-05,0.00012366,7.5088e-07,9.7345e-14,4.4589e-15,-8.4443e-12,-7.8241e-14,8.0162e-15,3.1557e-12,1.9787e-13,1.1462e-14,-1.4586e-11,-5.3215e-14,1.2454e-14,7.2144e-12,0,0,0,7.1481e-05,-0.00012376,1.3958e-06,0.00014294,8.9285e-08,2.5438e-06,0.00014289,1.4538e-07,1.9218e-06,0.00014279,1.7248e-07,1.1545e-06,7.1375e-05,0.00012356,3.807e-07
-0.00010234,-8.9918e-08,-2.4873e-06,-0.00019342,7.8625e-12,2.3576e-12,-0.00019332,5.8713e-12,-5.6636e-12,-0.00019337,1.8169e-12,1.3765e-11,0,0,0,-2.9556e-05,-0.00010786,-1.0885e-05,6.8497e-14,-1.5276e-13,4.7585e-12,1.2774e-13,1.5363e-12,-3.4164e-12,-1.0056e-13,-9.5856e-14,1.1244e-11,-9.6724e-05,0.00016768,2.9378e-06,-6.2169e-05,-6.0183e-05,-6.7451e-06,-1.719e-13,-2.9809e-14,1.7461e-12,-1.0832e-12,7.3836e-13,-1.2397e-13,8.4117e-13,7.006e-13,2.6969e-12,2.6016e-13,4.5581e-13,-1.0056e-11,4.3109e-13,-0.00016756,-5.3041e-12,2.3412e-13,9.2914e-13,-7.0899e-12,-1.3019e-12,1.1496e-12,9.7077e-12,1.033e-12,-1.723e-13,-5.1784e-12,2.6558e-13,2.6364e-13,-1.7893e-11,-1.5476e-12,3.2106e-14,1.2254e-11,-1.136e-12,1.5801e-12,-6.4696e-12,1.3155e-12,-2.1909e-13,5.9355e-12,4.1871e-13,-4.1811e-14,-4.3635e-12,9.6835e-05,0.00016769,2.6565e-06,2.3856e-13,7.4256e-13,-1.2608e-11,-9.3545e-13,1.5281e-13,-1.061e-11,1.7857e-12,1.2158e-12,-1.0074e-11,5.6773e-13,-3.6382e-13,-2.0299e-11,-9.6518e-05,0.00016741,1.7407e-06,-2.1846e-12,-0.0001674,1.1026e-11,-5.0395e-13,4.8414e-13,-2.332e-13,-4.3756e-13,-1.5313e-13,-5.5793e-12,2.3106e-12,2.9616e-14,1.4762e-11,-5.6675e-13,-6.8416e-13,1.2772e-11,-1.9836e-12,-0.0001675,6.0257e-12,-4.981e-13,-1.3616e-12,1.532e-12,-1.1207e-12,-2.0484e-12,1.3029e-11,2.403e-12,-9.9527e-13,6.8605e-12,-5.7442e-13,1.2019e-13,1.8689e-11,1.942e-13,-1.0331e-12,-1.6627e-12,2.8341e-13,-1.4806e-12,-7.1509e-12,3.9729e-13,-2.0657e-12,-1.2447e-11,2.567e-13,8.528e-13,-2.1775e-11,9.6709e-05,0.00016743,1.1778e-06,-3.9825e-13,7.9955e-15,1.0009e-11,-1.2357e-13,-1.0212e-14,2.6544e-12,-4.0669e-13,-6.9172e-17,1.5903e-11,-1.4496e-13,-1.5012e-14,6.5543e-12,0,0,0,9.682e-05,-0.00016761,2.19e-06,0.0001936,1.6926e-07,3.991e-06,0.0001935,2.7379e-07,3.015e-06,0.00019332,3.1695e-07,1.811e-06,9.6622e-05,0.00016723,5.971e-07
