time,nfev,nact,nhooked,trials,try_last
0.0,1,0,0,0,0
0.01,1,0,0,0,0
0.02,1,0,0,0,0
0.03,1,0,0,0,0
0.04,1,0,0,0,0
0.05,2,2,0,1,1
0.060000000000000005,49,2,2,0,0
0.07,7,2,2,0,0
0.08,12,2,2,1,1
0.09,10,2,2,1,1
0.09999999999999999,11,2,2,1,1
0.10999999999999999,11,2,2,1,1
0.11999999999999998,4,2,2,0,0
0.12999999999999998,7,2,2,1,1
0.13999999999999999,3,2,2,0,0
0.15,6,4,2,1,1
0.16,15,4,4,0,0
0.17,173,6,6,4,4
0.18000000000000002,67,6,6,1,1
0.19000000000000003,141,6,6,2,2
0.20000000000000004,180,6,6,2,2
