time,nfev,nact,nhooked,trials,try_last
0.0,1,0,0,0,0
0.01,1,0,0,0,0
0.02,1,0,0,0,0
0.03,1,0,0,0,0
0.04,1,0,0,0,0
0.05,2,2,0,1,1
0.060000000000000005,37,2,0,2,35
0.07,227,2,2,0,227
0.08,214,4,2,1,126
0.09,259,4,4,0,259
0.09999999999999999,130,4,4,0,130
0.10999999999999999,407,4,4,0,407
0.11999999999999998,206,4,4,0,206
0.12999999999999998,1052,5,4,1,302
0.13999999999999999,237,6,5,2,83
0.15,1593,6,3,6,57
0.16,444,6,5,3,86
0.17,1091,7,5,2,494
0.18000000000000002,1995,8,7,1,887
0.19000000000000003,483,8,8,0,483
0.20000000000000004,1355,8,8,0,1355
0.21000000000000005,843,9,8,1,573
0.22000000000000006,2226,10,7,6,257
0.23000000000000007,1694,10,10,0,1694
0.24000000000000007,1128,10,7,3,376
0.25000000000000006,1364,10,10,0,1364
